"current"
5.207921393070192195e+00
6.783276393070195809e+00
-1.212098360692980847e+01
5.207921393070192195e+00
3.632566393070192134e+00
8.358631393070194093e+00
1.150934139307019244e+01
-1.054562860692980841e+01
-2.668853606929808109e+00
-1.054562860692980841e+01
3.632566393070190358e+00
-2.668853606929809885e+00
-4.244208606929806393e+00
-1.093498606929808048e+00
2.057211393070193850e+00
-1.527169360692980860e+01
-1.369633860692980853e+01
9.933986393070192378e+00
3.632566393070192134e+00
-1.369633860692980321e+01
1.781076139307019091e+01
-5.819563606929806454e+00
2.253682639307019286e+01
-1.212098360692980847e+01
-5.819563606929808230e+00
-1.684704860692981043e+01
-5.819563606929806454e+00
-1.093498606929806272e+00
-7.394918606929808291e+00
-1.369633860692980321e+01
-8.970273606929806576e+00
-7.394918606929808291e+00
4.818563930701920128e-01
-4.244208606929808170e+00
-1.684704860692981043e+01
-1.093498606929806272e+00
-1.684704860692980688e+01
2.057211393070190297e+00
-1.212098360692980847e+01
2.057211393070193850e+00
-4.244208606929806393e+00
2.883824639307019311e+01
-1.527169360692980504e+01
6.783276393070192256e+00
4.818563930701937892e-01
1.466005139307019078e+01
1.308469639307019250e+01
6.783276393070192256e+00
-1.212098360692980670e+01
-5.819563606929808230e+00
-7.394918606929808291e+00
-1.527169360692980682e+01
8.358631393070190541e+00
-7.394918606929810068e+00
6.783276393070195809e+00
1.150934139307019244e+01
3.632566393070192134e+00
-1.684704860692981043e+01
-5.819563606929808230e+00
5.207921393070190419e+00
-7.394918606929808291e+00
-1.212098360692980670e+01
8.358631393070194093e+00
-1.212098360692980314e+01
4.818563930701920128e-01
-8.970273606929808352e+00
5.207921393070192195e+00
-1.212098360692980847e+01
-7.394918606929806515e+00
1.308469639307018895e+01
-1.369633860692980321e+01
4.818563930701920128e-01
2.883824639307019311e+01
2.253682639307019286e+01
-4.244208606929808170e+00
-1.054562860692980664e+01
-4.244208606929806393e+00
1.308469639307019250e+01
-1.093498606929809824e+00
6.783276393070190480e+00
-1.054562860692980841e+01
-1.999775860692980345e+01
-2.668853606929808109e+00
2.057211393070193850e+00
4.818563930701937892e-01
-1.369633860692980853e+01
3.632566393070190358e+00
-1.093498606929806272e+00
8.358631393070194093e+00
-4.244208606929806393e+00
-7.394918606929808291e+00
2.057211393070192074e+00
-8.970273606929808352e+00
-1.093498606929806272e+00
4.818563930701937892e-01
6.783276393070192256e+00
-1.369633860692980321e+01
-7.394918606929808291e+00
6.783276393070192256e+00
1.150934139307019421e+01
2.057211393070193850e+00
6.783276393070192256e+00
-1.212098360692980847e+01
6.783276393070192256e+00
8.358631393070190541e+00
-8.970273606929806576e+00
-4.244208606929808170e+00
-2.668853606929808109e+00
2.057211393070193850e+00
-5.819563606929808230e+00
3.632566393070192134e+00
4.818563930701937892e-01
1.308469639307019250e+01
-7.394918606929806515e+00
2.057211393070192074e+00
4.818563930701937892e-01
-5.819563606929808230e+00
-1.842240360692980516e+01
-1.999775860692980700e+01
3.632566393070192134e+00
-1.093498606929806272e+00
4.818563930701920128e-01
-4.244208606929808170e+00
-8.970273606929808352e+00
2.057211393070193850e+00
-1.369633860692980676e+01
1.308469639307019250e+01
-2.668853606929808109e+00
-2.668853606929804556e+00
3.632566393070192134e+00
8.358631393070190541e+00
-8.970273606929806576e+00
-1.369633860692981209e+01
6.783276393070195809e+00
-1.527169360692980327e+01
-1.369633860692980853e+01
