"x","y"
-59.99,-0.0040268
-40.23, 0.14698
-30.472, 0.47248
-20.223, 0.77785
-10.251, 0.9104
-0.56392, 0.95738
 9.6172, 0.95738
 19.894, 0.97752
 29.878, 0.99094
 39.471, 0.99597
