"x","y"
-59.99,-0.0040268
-50.202, 0.0060403
-40.119, 0.016107
-30.239, 0.093289
-20.178, 0.31812
-10.322, 0.63859
-0.26267, 0.8802
 9.8131, 0.9557
 19.698, 0.98087
 29.585, 0.98758
 39.471, 0.99765
