Time (ms) (ms),Fink 2008,Time (ms) (ms),Lei_2019_37oC_IKr
2084.4,42.3806,2084.4,42.3806
2084.8,42.0152,2084.8,42.0152
2085.2,41.6723,2085.2,41.6723
2085.6,41.3492,2085.6,41.3492
2086.1,40.9696,2086.1,40.9696
2086.6,40.6135,2086.6,40.6135
2087.1,40.2775,2087.1,40.2775
2087.7,39.8969,2087.7,39.8969
2088.3,39.5373,2088.3,39.5373
2088.9,39.1955,2088.9,39.1955
2089.6,38.8158,2089.6,38.8158
2090.3,38.4536,2090.3,38.4536
2091,38.1061,2091,38.1061
2091.8,37.7247,2091.8,37.7247
2092.6,37.3575,2092.6,37.3575
2093.4,37.0027,2093.4,37.0027
2094.2,36.6587,2094.2,36.6587
2095.1,36.2832,2095.1,36.2832
2096,35.9182,2096,35.9182
2096.9,35.5627,2096.9,35.5627
2097.8,35.2156,2097.8,35.2156
2098.8,34.8386,2098.8,34.8386
2099.8,34.4699,2099.8,34.4699
2100.8,34.1084,2100.8,34.1084
2101.8,33.7535,2101.8,33.7535
2102.8,33.4043,2102.8,33.4043
2103.9,33.0262,2103.9,33.0262
2105,32.6535,2105,32.6535
2106.1,32.2856,2106.1,32.2856
2107.2,31.9219,2107.2,31.9219
2108.3,31.5617,2108.3,31.5617
2109.4,31.2046,2109.4,31.2046
2110.5,30.85,2110.5,30.85
2111.6,30.4977,2111.6,30.4977
2112.8,30.1152,2112.8,30.1152
2114,29.7344,2114,29.7344
2115.2,29.3548,2115.2,29.3548
2116.4,28.9759,2116.4,28.9759
2117.6,28.5975,2117.6,28.5975
2118.8,28.2192,2118.8,28.2192
2120,27.8408,2120,27.8408
2121.2,27.4618,2121.2,27.4618
2122.4,27.0822,2122.4,27.0822
2123.6,26.7017,2123.6,26.7017
2124.8,26.3201,2124.8,26.3201
2126,25.9372,2126,25.9372
2127.1,25.5849,2127.1,25.5849
2128.2,25.2313,2128.2,25.2313
2129.3,24.8763,2129.3,24.8763
2130.4,24.5197,2130.4,24.5197
2131.5,24.1615,2131.5,24.1615
2132.6,23.8016,2132.6,23.8016
2133.7,23.4398,2133.7,23.4398
2134.8,23.0763,2134.8,23.0763
2135.9,22.7108,2135.9,22.7108
2137,22.3433,2137,22.3433
2138.1,21.9738,2138.1,21.9738
2139.2,21.6023,2139.2,21.6023
2140.3,21.2285,2140.3,21.2285
2141.4,20.8526,2141.4,20.8526
2142.5,20.4745,2142.5,20.4745
2143.6,20.0941,2143.6,20.0941
2144.7,19.7113,2144.7,19.7113
2145.7,19.3612,2145.7,19.3612
2146.7,19.0092,2146.7,19.0092
2147.7,18.6551,2147.7,18.6551
2148.7,18.2989,2148.7,18.2989
2149.7,17.9405,2149.7,17.9405
2150.7,17.58,2150.7,17.58
2151.7,17.2172,2151.7,17.2172
2152.7,16.8521,2152.7,16.8521
2153.7,16.4846,2153.7,16.4846
2154.7,16.1147,2154.7,16.1147
2155.7,15.7422,2155.7,15.7422
2156.7,15.3671,2156.7,15.3671
2157.7,14.9893,2157.7,14.9893
2158.7,14.6088,2158.7,14.6088
2159.7,14.2252,2159.7,14.2252
2160.6,13.8775,2160.6,13.8775
2161.5,13.5271,2161.5,13.5271
2162.4,13.1742,2162.4,13.1742
2163.3,12.8184,2163.3,12.8184
2164.2,12.4597,2164.2,12.4597
2165.1,12.098,2165.1,12.098
2166,11.7331,2166,11.7331
2166.9,11.3649,2166.9,11.3649
2167.8,10.9932,2167.8,10.9932
2168.7,10.6178,2168.7,10.6178
2169.6,10.2386,2169.6,10.2386
2170.5,9.85526,2170.5,9.85526
2171.3,9.51097,2171.3,9.51097
2172.1,9.16313,2172.1,9.16313
2172.9,8.81158,2172.9,8.81158
2173.7,8.45611,2173.7,8.45611
2174.5,8.09655,2174.5,8.09655
2175.3,7.73266,2175.3,7.73266
2176.1,7.36423,2176.1,7.36423
2176.9,6.991,2176.9,6.991
2177.7,6.61273,2177.7,6.61273
2178.5,6.22913,2178.5,6.22913
2179.2,5.88887,2179.2,5.88887
2179.9,5.54409,2179.9,5.54409
2180.6,5.19457,2180.6,5.19457
2181.3,4.84004,2181.3,4.84004
2182,4.48027,2182,4.48027
2182.7,4.11497,2182.7,4.11497
2183.4,3.74385,2183.4,3.74385
2184.1,3.36659,2184.1,3.36659
2184.7,3.03808,2184.7,3.03808
2185.3,2.70458,2185.3,2.70458
2185.9,2.36585,2185.9,2.36585
2186.5,2.02165,2186.5,2.02165
2187.1,1.67168,2187.1,1.67168
2187.7,1.31567,2187.7,1.31567
2188.3,0.9533,2188.3,0.9533
2188.9,0.58425,2188.9,0.58425
2189.5,0.20817,2189.5,0.20817
2190.1,-0.17532,2190.1,-0.17532
2190.6,-0.50084,2190.6,-0.50084
2191.1,-0.83201,2191.1,-0.83201
2191.6,-1.1691,2191.6,-1.1691
2192.1,-1.51238,2192.1,-1.51238
2192.6,-1.86213,2192.6,-1.86213
2193.1,-2.21865,2193.1,-2.21865
2193.6,-2.58225,2193.6,-2.58225
2194.1,-2.95327,2194.1,-2.95327
2194.6,-3.33206,2194.6,-3.33206
2195,-3.64092,2195,-3.64092
2195.4,-3.95517,2195.4,-3.95517
2195.8,-4.27503,2195.8,-4.27503
2196.2,-4.6007,2196.2,-4.6007
2196.6,-4.9324,2196.6,-4.9324
2197,-5.2703,2197,-5.2703
2197.4,-5.6148,2197.4,-5.6148
2197.8,-5.9659,2197.8,-5.9659
2198.2,-6.3241,2198.2,-6.3241
2198.6,-6.6894,2198.6,-6.6894
2199,-7.0622,2199,-7.0622
2199.4,-7.4428,2199.4,-7.4428
2199.7,-7.7335,2199.7,-7.7335
2200,-8.0289,2200,-8.0289
2200.3,-8.3289,2200.3,-8.3289
2200.6,-8.6339,2200.6,-8.6339
2200.9,-8.9438,2200.9,-8.9438
2201.2,-9.2588,2201.2,-9.2588
2201.5,-9.5791,2201.5,-9.5791
2201.8,-9.9047,2201.8,-9.9047
2202.1,-10.2359,2202.1,-10.2359
2202.4,-10.5726,2202.4,-10.5726
2202.7,-10.915,2202.7,-10.915
2203,-11.2633,2203,-11.2633
2203.3,-11.6175,2203.3,-11.6175
2203.6,-11.9779,2203.6,-11.9779
2203.9,-12.3444,2203.9,-12.3444
2204.2,-12.7173,2204.2,-12.7173
2204.5,-13.0967,2204.5,-13.0967
2204.7,-13.3532,2204.7,-13.3532
2204.9,-13.6127,2204.9,-13.6127
2205.1,-13.8752,2205.1,-13.8752
2205.3,-14.1407,2205.3,-14.1407
2205.5,-14.4092,2205.5,-14.4092
2205.7,-14.6809,2205.7,-14.6809
2205.9,-14.9557,2205.9,-14.9557
2206.1,-15.2336,2206.1,-15.2336
2206.3,-15.5148,2206.3,-15.5148
2206.5,-15.7991,2206.5,-15.7991
2206.7,-16.0868,2206.7,-16.0868
2206.9,-16.3777,2206.9,-16.3777
2207.1,-16.672,2207.1,-16.672
2207.3,-16.9697,2207.3,-16.9697
2207.5,-17.2708,2207.5,-17.2708
2207.7,-17.5754,2207.7,-17.5754
2207.9,-17.8835,2207.9,-17.8835
2208.1,-18.1951,2208.1,-18.1951
2208.3,-18.5104,2208.3,-18.5104
2208.5,-18.8292,2208.5,-18.8292
2208.7,-19.1518,2208.7,-19.1518
2208.9,-19.478,2208.9,-19.478
2209.1,-19.8081,2209.1,-19.8081
2209.3,-20.142,2209.3,-20.142
2209.5,-20.4797,2209.5,-20.4797
2209.7,-20.8214,2209.7,-20.8214
2209.9,-21.167,2209.9,-21.167
2210.1,-21.5167,2210.1,-21.5167
2210.3,-21.8704,2210.3,-21.8704
2210.5,-22.2282,2210.5,-22.2282
2210.7,-22.5902,2210.7,-22.5902
2210.9,-22.9563,2210.9,-22.9563
2211.1,-23.3266,2211.1,-23.3266
2211.3,-23.7012,2211.3,-23.7012
2211.5,-24.08,2211.5,-24.08
2211.7,-24.463,2211.7,-24.463
2211.8,-24.6561,2211.8,-24.6561
2211.9,-24.8503,2211.9,-24.8503
2212,-25.0455,2212,-25.0455
2212.1,-25.2418,2212.1,-25.2418
2212.2,-25.4391,2212.2,-25.4391
2212.3,-25.6375,2212.3,-25.6375
2212.4,-25.8369,2212.4,-25.8369
2212.5,-26.0374,2212.5,-26.0374
2212.6,-26.2389,2212.6,-26.2389
2212.7,-26.4414,2212.7,-26.4414
2212.8,-26.645,2212.8,-26.645
2212.9,-26.8496,2212.9,-26.8496
2213,-27.0552,2213,-27.0552
2213.1,-27.2617,2213.1,-27.2617
2213.2,-27.4693,2213.2,-27.4693
2213.3,-27.6779,2213.3,-27.6779
2213.4,-27.8874,2213.4,-27.8874
2213.5,-28.0979,2213.5,-28.0979
2213.6,-28.3094,2213.6,-28.3094
2213.7,-28.5217,2213.7,-28.5217
2213.8,-28.7351,2213.8,-28.7351
2213.9,-28.9493,2213.9,-28.9493
2214,-29.1644,2214,-29.1644
2214.1,-29.3804,2214.1,-29.3804
2214.2,-29.5973,2214.2,-29.5973
2214.3,-29.8151,2214.3,-29.8151
2214.4,-30.0337,2214.4,-30.0337
2214.5,-30.2531,2214.5,-30.2531
2214.6,-30.4733,2214.6,-30.4733
2214.7,-30.6944,2214.7,-30.6944
2214.8,-30.9162,2214.8,-30.9162
2214.9,-31.1389,2214.9,-31.1389
2215,-31.3622,2215,-31.3622
2215.1,-31.5864,2215.1,-31.5864
2215.2,-31.8112,2215.2,-31.8112
2215.3,-32.0368,2215.3,-32.0368
2215.4,-32.2631,2215.4,-32.2631
2215.5,-32.49,2215.5,-32.49
2215.6,-32.7177,2215.6,-32.7177
2215.7,-32.946,2215.7,-32.946
2215.8,-33.1749,2215.8,-33.1749
2215.9,-33.4045,2215.9,-33.4045
2216,-33.6347,2216,-33.6347
2216.1,-33.8655,2216.1,-33.8655
2216.2,-34.0969,2216.2,-34.0969
2216.3,-34.3289,2216.3,-34.3289
2216.4,-34.5614,2216.4,-34.5614
2216.5,-34.7945,2216.5,-34.7945
2216.6,-35.0282,2216.6,-35.0282
2216.7,-35.2624,2216.7,-35.2624
2216.8,-35.4971,2216.8,-35.4971
2216.9,-35.7324,2216.9,-35.7324
2217,-35.9681,2217,-35.9681
2217.1,-36.2043,2217.1,-36.2043
2217.2,-36.4411,2217.2,-36.4411
2217.3,-36.6783,2217.3,-36.6783
2217.4,-36.916,2217.4,-36.916
2217.5,-37.1541,2217.5,-37.1541
2217.6,-37.3928,2217.6,-37.3928
2217.7,-37.6318,2217.7,-37.6318
2217.8,-37.8713,2217.8,-37.8713
2217.9,-38.1113,2217.9,-38.1113
2218,-38.3517,2218,-38.3517
2218.1,-38.5925,2218.1,-38.5925
2218.2,-38.8338,2218.2,-38.8338
2218.3,-39.0754,2218.3,-39.0754
2218.4,-39.3175,2218.4,-39.3175
2218.5,-39.56,2218.5,-39.56
2218.6,-39.803,2218.6,-39.803
2218.7,-40.0463,2218.7,-40.0463
2218.8,-40.2901,2218.8,-40.2901
2218.9,-40.5342,2218.9,-40.5342
2219,-40.7788,2219,-40.7788
2219.1,-41.0237,2219.1,-41.0237
2219.2,-41.2691,2219.2,-41.2691
2219.3,-41.5149,2219.3,-41.5149
2219.4,-41.7611,2219.4,-41.7611
2219.5,-42.0077,2219.5,-42.0077
2219.6,-42.2547,2219.6,-42.2547
2219.7,-42.5021,2219.7,-42.5021
2219.8,-42.7499,2219.8,-42.7499
2219.9,-42.9982,2219.9,-42.9982
2220,-43.2468,2220,-43.2468
2220.1,-43.4959,2220.1,-43.4959
2220.2,-43.7454,2220.2,-43.7454
2220.3,-43.9953,2220.3,-43.9953
2220.4,-44.2456,2220.4,-44.2456
2220.5,-44.4963,2220.5,-44.4963
2220.6,-44.7475,2220.6,-44.7475
2220.7,-44.9991,2220.7,-44.9991
2220.8,-45.2511,2220.8,-45.2511
2220.9,-45.5036,2220.9,-45.5036
2221,-45.7565,2221,-45.7565
2221.1,-46.0098,2221.1,-46.0098
2221.2,-46.2636,2221.2,-46.2636
2221.3,-46.5178,2221.3,-46.5178
2221.4,-46.7725,2221.4,-46.7725
2221.5,-47.0276,2221.5,-47.0276
2221.6,-47.2831,2221.6,-47.2831
2221.7,-47.5391,2221.7,-47.5391
2221.8,-47.7956,2221.8,-47.7956
2221.9,-48.0525,2221.9,-48.0525
2222,-48.3099,2222,-48.3099
2222.1,-48.5677,2222.1,-48.5677
2222.2,-48.826,2222.2,-48.826
2222.3,-49.0847,2222.3,-49.0847
2222.4,-49.3439,2222.4,-49.3439
2222.5,-49.6035,2222.5,-49.6035
2222.6,-49.8636,2222.6,-49.8636
2222.7,-50.1242,2222.7,-50.1242
2222.8,-50.3851,2222.8,-50.3851
2222.9,-50.6465,2222.9,-50.6465
2223,-50.9084,2223,-50.9084
2223.1,-51.1707,2223.1,-51.1707
2223.2,-51.4334,2223.2,-51.4334
2223.3,-51.6965,2223.3,-51.6965
2223.4,-51.96,2223.4,-51.96
2223.5,-52.2239,2223.5,-52.2239
2223.6,-52.4883,2223.6,-52.4883
2223.7,-52.7529,2223.7,-52.7529
2223.8,-53.018,2223.8,-53.018
2223.9,-53.2834,2223.9,-53.2834
2224,-53.5492,2224,-53.5492
2224.1,-53.8153,2224.1,-53.8153
2224.2,-54.0816,2224.2,-54.0816
2224.3,-54.3483,2224.3,-54.3483
2224.4,-54.6152,2224.4,-54.6152
2224.5,-54.8824,2224.5,-54.8824
2224.6,-55.1498,2224.6,-55.1498
2224.7,-55.4175,2224.7,-55.4175
2224.8,-55.6853,2224.8,-55.6853
2224.9,-55.9532,2224.9,-55.9532
2225,-56.2212,2225,-56.2212
2225.1,-56.4894,2225.1,-56.4894
2225.2,-56.7576,2225.2,-56.7576
2225.3,-57.0258,2225.3,-57.0258
2225.4,-57.294,2225.4,-57.294
2225.5,-57.5622,2225.5,-57.5622
2225.6,-57.8303,2225.6,-57.8303
2225.7,-58.0982,2225.7,-58.0982
2225.8,-58.366,2225.8,-58.366
2225.9,-58.6335,2225.9,-58.6335
2226,-58.9008,2226,-58.9008
2226.1,-59.1677,2226.1,-59.1677
2226.2,-59.4343,2226.2,-59.4343
2226.3,-59.7005,2226.3,-59.7005
2226.4,-59.9662,2226.4,-59.9662
2226.5,-60.2313,2226.5,-60.2313
2226.6,-60.4959,2226.6,-60.4959
2226.7,-60.7598,2226.7,-60.7598
2226.8,-61.023,2226.8,-61.023
2226.9,-61.2854,2226.9,-61.2854
2227,-61.547,2227,-61.547
2227.1,-61.8077,2227.1,-61.8077
2227.2,-62.0674,2227.2,-62.0674
2227.3,-62.3261,2227.3,-62.3261
2227.4,-62.5837,2227.4,-62.5837
2227.5,-62.8401,2227.5,-62.8401
2227.6,-63.0952,2227.6,-63.0952
2227.7,-63.349,2227.7,-63.349
2227.8,-63.6014,2227.8,-63.6014
2227.9,-63.8523,2227.9,-63.8523
2228,-64.1017,2228,-64.1017
2228.1,-64.3495,2228.1,-64.3495
2228.2,-64.5955,2228.2,-64.5955
2228.3,-64.8398,2228.3,-64.8398
2228.4,-65.0823,2228.4,-65.0823
2228.5,-65.3228,2228.5,-65.3228
2228.6,-65.5614,2228.6,-65.5614
2228.7,-65.7979,2228.7,-65.7979
2228.8,-66.0322,2228.8,-66.0322
2228.9,-66.2644,2228.9,-66.2644
2229,-66.4943,2229,-66.4943
2229.1,-66.7218,2229.1,-66.7218
2229.2,-66.947,2229.2,-66.947
2229.3,-67.1696,2229.3,-67.1696
2229.4,-67.3898,2229.4,-67.3898
2229.5,-67.6074,2229.5,-67.6074
2229.6,-67.8223,2229.6,-67.8223
2229.7,-68.0346,2229.7,-68.0346
2229.8,-68.2441,2229.8,-68.2441
2229.9,-68.4508,2229.9,-68.4508
2230,-68.6546,2230,-68.6546
2230.1,-68.8556,2230.1,-68.8556
2230.2,-69.0536,2230.2,-69.0536
2230.3,-69.2487,2230.3,-69.2487
2230.5,-69.6299,2230.5,-69.6299
2230.7,-69.9989,2230.7,-69.9989
2230.9,-70.3555,2230.9,-70.3555
2231.1,-70.6997,2231.1,-70.6997
2231.3,-71.0312,2231.3,-71.0312
2231.5,-71.3502,2231.5,-71.3502
2231.7,-71.6567,2231.7,-71.6567
2231.9,-71.9506,2231.9,-71.9506
2232.1,-72.2322,2232.1,-72.2322
2232.3,-72.5017,2232.3,-72.5017
2232.6,-72.8834,2232.6,-72.8834
2232.9,-73.239,2232.9,-73.239
2233.2,-73.5694,2233.2,-73.5694
2233.5,-73.8757,2233.5,-73.8757
2233.9,-74.2487,2233.9,-74.2487
2234.3,-74.5837,2234.3,-74.5837
2234.8,-74.9537,2234.8,-74.9537
2235.4,-75.3339,2235.4,-75.3339
2236.1,-75.7015,2236.1,-75.7015
2237,-76.0753,2237,-76.0753
2238.2,-76.4414,2238.2,-76.4414
2240.1,-76.8142,2240.1,-76.8142
2244.1,-77.1949,2244.1,-77.1949
2254.3,-77.5761,2254.3,-77.5761
2270.5,-77.9586,2270.5,-77.9586
2292.6,-78.3421,2292.6,-78.3421
2323.6,-78.7254,2323.6,-78.7254
2369.8,-79.109,2369.8,-79.109
2404.4,-79.3076,2404.4,-79.3076
2404.5,-80,2404.5,-80
2424.3,-80.0011,2424.3,-80.0011
2424.4,-79.999,2424.4,-79.999
2424.5,-79.0579,2424.5,-79.0579
2424.6,-78.1338,2424.6,-78.1338
2424.7,-77.225,2424.7,-77.225
2424.8,-76.3301,2424.8,-76.3301
2424.9,-75.4478,2424.9,-75.4478
2425,-74.5768,2425,-74.5768
2425.1,-73.716,2425.1,-73.716
2425.2,-72.8641,2425.2,-72.8641
2425.3,-72.0202,2425.3,-72.0202
2425.4,-71.1831,2425.4,-71.1831
2425.5,-70.3518,2425.5,-70.3518
2425.6,-69.5249,2425.6,-69.5249
2425.7,-68.7013,2425.7,-68.7013
2425.8,-67.8796,2425.8,-67.8796
2425.9,-67.0578,2425.9,-67.0578
2426,-66.2337,2426,-66.2337
2426.1,-65.4046,2426.1,-65.4046
2426.2,-64.5663,2426.2,-64.5663
2426.3,-63.7135,2426.3,-63.7135
2426.4,-62.8385,2426.4,-62.8385
2426.5,-61.9304,2426.5,-61.9304
2426.6,-60.973,2426.6,-60.973
2426.7,-59.9416,2426.7,-59.9416
2426.8,-58.7971,2426.8,-58.7971
2426.9,-57.4743,2426.9,-57.4743
2427,-55.856,2427,-55.856
2427.1,-53.7137,2427.1,-53.7137
2427.2,-50.5507,2427.2,-50.5507
2427.3,-45.1435,2427.3,-45.1435
2427.4,-33.952,2427.4,-33.952
2427.5,-5.55699,2427.5,-5.55699
2427.6,23.3768,2427.6,23.3768
2427.7,35.5013,2427.7,35.5013
2427.8,39.8906,2427.8,39.8906
2427.9,41.6318,2427.9,41.6318
2428,42.4916,2428,42.4916
2428.1,43.0292,2428.1,43.0292
2428.2,43.4203,2428.2,43.4203
2428.3,43.7231,2428.3,43.7231
2428.4,43.96,2428.4,43.96
2428.6,44.2803,2428.6,44.2803
2429,44.5014,2429,44.5014
2429.4,44.4289,2429.4,44.4289
2429.5,43.4524,2429.5,43.4524
2429.6,42.4933,2429.6,42.4933
2429.7,41.5556,2429.7,41.5556
2429.8,40.6417,2429.8,40.6417
2429.9,39.7534,2429.9,39.7534
2430,38.8922,2430,38.8922
2430.1,38.0591,2430.1,38.0591
2430.2,37.2547,2430.2,37.2547
2430.3,36.4794,2430.3,36.4794
2430.4,35.7335,2430.4,35.7335
2430.5,35.0168,2430.5,35.0168
2430.6,34.3294,2430.6,34.3294
2430.7,33.6707,2430.7,33.6707
2430.8,33.0406,2430.8,33.0406
2430.9,32.4384,2430.9,32.4384
2431,31.8636,2431,31.8636
2431.1,31.3155,2431.1,31.3155
2431.2,30.7935,2431.2,30.7935
2431.3,30.297,2431.3,30.297
2431.4,29.825,2431.4,29.825
2431.5,29.377,2431.5,29.377
2431.6,28.952,2431.6,28.952
2431.7,28.5493,2431.7,28.5493
2431.8,28.1682,2431.8,28.1682
2431.9,27.8079,2431.9,27.8079
2432,27.4674,2432,27.4674
2432.1,27.1462,2432.1,27.1462
2432.2,26.8434,2432.2,26.8434
2432.3,26.5582,2432.3,26.5582
2432.4,26.29,2432.4,26.29
2432.5,26.038,2432.5,26.038
2432.6,25.8016,2432.6,25.8016
2432.7,25.5799,2432.7,25.5799
2432.8,25.3724,2432.8,25.3724
2433,24.9974,2433,24.9974
2433.2,24.6717,2433.2,24.6717
2433.4,24.3906,2433.4,24.3906
2433.7,24.0435,2433.7,24.0435
2434.1,23.7003,2434.1,23.7003
2434.9,23.3295,2434.9,23.3295
2435.6,23.2485,2435.6,23.2485
2437.5,23.6232,2437.5,23.6232
2438.5,23.9723,2438.5,23.9723
2439.5,24.3466,2439.5,24.3466
2440.5,24.7157,2440.5,24.7157
2441.6,25.0954,2441.6,25.0954
2442.8,25.4634,2442.8,25.4634
2444.3,25.8404,2444.3,25.8404
2446.8,26.2237,2446.8,26.2237
2448.1,26.2796,2448.1,26.2796
2451.4,25.9046,2451.4,25.9046
2452.9,25.5422,2452.9,25.5422
2454.4,25.1633,2454.4,25.1633
2456.1,24.7819,2456.1,24.7819
2458.2,24.399,2458.2,24.399
2460.8,24.0249,2460.8,24.0249
2464.1,23.6417,2464.1,23.6417
2467.9,23.2617,2467.9,23.2617
2471.9,22.8856,2471.9,22.8856
2475.9,22.5061,2475.9,22.5061
2479.7,22.1289,2479.7,22.1289
2483.3,21.7508,2483.3,21.7508
2486.7,21.3732,2486.7,21.3732
2489.9,20.999,2489.9,20.999
2493,20.6193,2493,20.6193
2496,20.2361,2496,20.2361
2498.8,19.865,2498.8,19.865
2501.5,19.4952,2501.5,19.4952
2504.2,19.1144,2504.2,19.1144
2506.8,18.7376,2506.8,18.7376
2509.3,18.3664,2509.3,18.3664
2511.8,17.9871,2511.8,17.9871
2514.2,17.6155,2514.2,17.6155
2516.6,17.2372,2516.6,17.2372
2518.9,16.8687,2518.9,16.8687
2521.2,16.4946,2521.2,16.4946
2523.5,16.1153,2523.5,16.1153
2525.7,15.7479,2525.7,15.7479
2527.9,15.3763,2527.9,15.3763
2530.1,15.0008,2530.1,15.0008
2532.3,14.6216,2532.3,14.6216
2534.5,14.2388,2534.5,14.2388
2536.6,13.8705,2536.6,13.8705
2538.7,13.4993,2538.7,13.4993
2540.8,13.1255,2540.8,13.1255
2542.9,12.7491,2542.9,12.7491
2545,12.3703,2545,12.3703
2547.1,11.9893,2547.1,11.9893
2549.2,11.606,2549.2,11.606
2551.2,11.239,2551.2,11.239
2553.2,10.8701,2553.2,10.8701
2555.2,10.4993,2555.2,10.4993
2557.2,10.1266,2557.2,10.1266
2559.2,9.75211,2559.2,9.75211
2561.2,9.37566,2561.2,9.37566
2563.2,8.99727,2563.2,8.99727
2565.2,8.61688,2565.2,8.61688
2567.2,8.23442,2567.2,8.23442
2569.1,7.86909,2569.1,7.86909
2571,7.50172,2571,7.50172
2572.9,7.1322,2572.9,7.1322
2574.8,6.76042,2574.8,6.76042
2576.7,6.38623,2576.7,6.38623
2578.6,6.0095,2578.6,6.0095
2580.5,5.63004,2580.5,5.63004
2582.4,5.24768,2582.4,5.24768
2584.2,4.88257,2584.2,4.88257
2586,4.51449,2586,4.51449
2587.8,4.14323,2587.8,4.14323
2589.6,3.76857,2589.6,3.76857
2591.4,3.39027,2591.4,3.39027
2593.2,3.00807,2593.2,3.00807
2594.9,2.64328,2594.9,2.64328
2596.6,2.27451,2596.6,2.27451
2598.3,1.90151,2598.3,1.90151
2600,1.52399,2600,1.52399
2601.7,1.14163,2601.7,1.14163
2603.3,0.777071,2603.3,0.777071
2604.9,0.407652,2604.9,0.407652
2606.5,0.03307,2606.5,0.03307
2608.1,-0.347,2608.1,-0.347
2609.6,-0.70861,2609.6,-0.70861
2611.1,-1.07566,2611.1,-1.07566
2612.6,-1.44845,2612.6,-1.44845
2614.1,-1.82732,2614.1,-1.82732
2615.5,-2.18675,2615.5,-2.18675
2616.9,-2.55208,2616.9,-2.55208
2618.3,-2.92365,2618.3,-2.92365
2619.7,-3.30177,2619.7,-3.30177
2621,-3.65907,2621,-3.65907
2622.3,-4.0226,2622.3,-4.0226
2623.6,-4.39268,2623.6,-4.39268
2624.9,-4.76961,2624.9,-4.76961
2626.1,-5.1239,2626.1,-5.1239
2627.3,-5.48456,2627.3,-5.48456
2628.5,-5.85184,2628.5,-5.85184
2629.7,-6.22603,2629.7,-6.22603
2630.9,-6.60739,2630.9,-6.60739
2632,-6.96352,2632,-6.96352
2633.1,-7.32611,2633.1,-7.32611
2634.2,-7.69541,2634.2,-7.69541
2635.3,-8.07161,2635.3,-8.07161
2636.4,-8.45493,2636.4,-8.45493
2637.4,-8.8098,2637.4,-8.8098
2638.4,-9.1708,2638.4,-9.1708
2639.4,-9.5382,2639.4,-9.5382
2640.4,-9.9122,2640.4,-9.9122
2641.4,-10.2928,2641.4,-10.2928
2642.3,-10.6411,2642.3,-10.6411
2643.2,-10.995,2643.2,-10.995
2644.1,-11.3546,2644.1,-11.3546
2645,-11.72,2645,-11.72
2645.9,-12.0912,2645.9,-12.0912
2646.8,-12.4683,2646.8,-12.4683
2647.7,-12.8513,2647.7,-12.8513
2648.5,-13.1969,2648.5,-13.1969
2649.3,-13.5473,2649.3,-13.5473
2650.1,-13.9024,2650.1,-13.9024
2650.9,-14.2625,2650.9,-14.2625
2651.7,-14.6274,2651.7,-14.6274
2652.5,-14.9972,2652.5,-14.9972
2653.3,-15.3721,2653.3,-15.3721
2654.1,-15.7518,2654.1,-15.7518
2654.8,-16.0883,2654.8,-16.0883
2655.5,-16.4286,2655.5,-16.4286
2656.2,-16.7728,2656.2,-16.7728
2656.9,-17.121,2656.9,-17.121
2657.6,-17.4732,2657.6,-17.4732
2658.3,-17.8294,2658.3,-17.8294
2659,-18.1897,2659,-18.1897
2659.7,-18.5541,2659.7,-18.5541
2660.4,-18.9229,2660.4,-18.9229
2661.1,-19.2959,2661.1,-19.2959
2661.8,-19.6734,2661.8,-19.6734
2662.5,-20.0554,2662.5,-20.0554
2663.1,-20.3865,2663.1,-20.3865
2663.7,-20.7211,2663.7,-20.7211
2664.3,-21.0592,2664.3,-21.0592
2664.9,-21.401,2664.9,-21.401
2665.5,-21.7466,2665.5,-21.7466
2666.1,-22.096,2666.1,-22.096
2666.7,-22.4493,2666.7,-22.4493
2667.3,-22.8066,2667.3,-22.8066
2667.9,-23.168,2667.9,-23.168
2668.5,-23.5337,2668.5,-23.5337
2669.1,-23.9036,2669.1,-23.9036
2669.7,-24.278,2669.7,-24.278
2670.3,-24.6569,2670.3,-24.6569
2670.9,-25.0403,2670.9,-25.0403
2671.4,-25.3634,2671.4,-25.3634
2671.9,-25.6897,2671.9,-25.6897
2672.4,-26.0194,2672.4,-26.0194
2672.9,-26.3525,2672.9,-26.3525
2673.4,-26.6889,2673.4,-26.6889
2673.9,-27.0289,2673.9,-27.0289
2674.4,-27.3722,2674.4,-27.3722
2674.9,-27.7191,2674.9,-27.7191
2675.4,-28.0696,2675.4,-28.0696
2675.9,-28.4236,2675.9,-28.4236
2676.4,-28.7812,2676.4,-28.7812
2676.9,-29.1424,2676.9,-29.1424
2677.4,-29.5073,2677.4,-29.5073
2677.9,-29.8759,2677.9,-29.8759
2678.4,-30.2482,2678.4,-30.2482
2678.9,-30.6242,2678.9,-30.6242
2679.4,-31.004,2679.4,-31.004
2679.9,-31.3875,2679.9,-31.3875
2680.3,-31.6972,2680.3,-31.6972
2680.7,-32.0092,2680.7,-32.0092
2681.1,-32.3238,2681.1,-32.3238
2681.5,-32.6409,2681.5,-32.6409
2681.9,-32.9606,2681.9,-32.9606
2682.3,-33.2827,2682.3,-33.2827
2682.7,-33.6075,2682.7,-33.6075
2683.1,-33.9349,2683.1,-33.9349
2683.5,-34.2649,2683.5,-34.2649
2683.9,-34.5976,2683.9,-34.5976
2684.3,-34.933,2684.3,-34.933
2684.7,-35.2712,2684.7,-35.2712
