Time (ms) (ms),Fink 2008,Time (ms) (ms),Lei_2019_37oC_IKr
3621.4,-79.1204,3621.4,-79.1204
3633,-79.5025,3633,-79.5025
3656.4,-79.8861,3656.4,-79.8861
3688.6,-80.002,3688.6,-80.002
3688.7,-79.9993,3688.7,-79.9993
3688.8,-72.0504,3688.8,-72.0504
3688.9,-64.1396,3688.9,-64.1396
3689,-56.2149,3689,-56.2149
3689.1,-48.2596,3689.1,-48.2596
3689.2,-40.2316,3689.2,-40.2316
3689.3,-39.9032,3689.3,-39.9032
3689.4,-39.0648,3689.4,-39.0648
3689.5,-37.4937,3689.5,-37.4937
3689.6,-34.9226,3689.6,-34.9226
3689.7,-30.7973,3689.7,-30.7973
3689.8,-23.7454,3689.8,-23.7454
3689.9,-10.3103,3689.9,-10.3103
3690,13.008,3690,13.008
3690.1,31.1215,3690.1,31.1215
3690.2,35.6965,3690.2,35.6965
3690.3,37.1087,3690.3,37.1087
3690.4,38.1449,3690.4,38.1449
3690.5,39.0738,3690.5,39.0738
3690.6,39.9194,3690.6,39.9194
3690.7,40.6887,3690.7,40.6887
3690.8,41.3878,3690.8,41.3878
3690.9,42.0226,3690.9,42.0226
3691,42.599,3691,42.599
3691.1,43.1221,3691.1,43.1221
3691.2,43.5971,3691.2,43.5971
3691.3,44.0285,3691.3,44.0285
3691.4,44.4206,3691.4,44.4206
3691.5,44.777,3691.5,44.777
3691.6,45.1011,3691.6,45.1011
3691.7,45.3959,3691.7,45.3959
3691.8,45.6642,3691.8,45.6642
3691.9,45.9083,3691.9,45.9083
3692,46.1303,3692,46.1303
3692.1,46.3324,3692.1,46.3324
3692.3,46.6831,3692.3,46.6831
3692.5,46.9724,3692.5,46.9724
3692.8,47.3124,3692.8,47.3124
3693.3,47.6886,3693.3,47.6886
3694.7,48.0076,3694.7,48.0076
3697,47.6275,3697,47.6275
3698.5,47.2479,3698.5,47.2479
3700.1,46.8801,3700.1,46.8801
3702.2,46.5068,3702.2,46.5068
3705.4,46.13,3705.4,46.13
3710,45.7464,3710,45.7464
3714.3,45.363,3714.3,45.363
3717.8,44.9806,3717.8,44.9806
3720.7,44.6098,3720.7,44.6098
3723.3,44.2373,3723.3,44.2373
3725.7,43.8623,3725.7,43.8623
3727.9,43.4944,3727.9,43.4944
3730,43.1236,3730,43.1236
3732,42.7539,3732,42.7539
3733.9,42.3891,3733.9,42.3891
3735.8,42.0121,3735.8,42.0121
3737.6,41.6445,3737.6,41.6445
3739.4,41.2676,3739.4,41.2676
3741.1,40.9037,3741.1,40.9037
3742.8,40.5326,3742.8,40.5326
3744.5,40.155,3744.5,40.155
3746.2,39.7714,3746.2,39.7714
3747.8,39.4052,3747.8,39.4052
3749.4,39.0345,3749.4,39.0345
3751,38.6597,3751,38.6597
3752.6,38.281,3752.6,38.281
3754.2,37.8989,3754.2,37.8989
3755.7,37.5378,3755.7,37.5378
3757.2,37.1742,3757.2,37.1742
3758.7,36.8084,3758.7,36.8084
3760.2,36.4406,3760.2,36.4406
3761.7,36.071,3761.7,36.071
3763.2,35.6998,3763.2,35.6998
3764.7,35.3272,3764.7,35.3272
3766.2,34.9534,3766.2,34.9534
3767.7,34.5787,3767.7,34.5787
3769.2,34.2031,3769.2,34.2031
3770.7,33.8267,3770.7,33.8267
3772.2,33.4498,3772.2,33.4498
3773.7,33.0725,3773.7,33.0725
3775.2,32.6948,3775.2,32.6948
3776.7,32.3168,3776.7,32.3168
3778.2,31.9386,3778.2,31.9386
3779.7,31.5603,3779.7,31.5603
3781.2,31.1819,3781.2,31.1819
3782.7,30.8035,3782.7,30.8035
3784.2,30.425,3784.2,30.425
3785.7,30.0465,3785.7,30.0465
3787.2,29.6679,3787.2,29.6679
3788.7,29.2893,3788.7,29.2893
3790.2,28.9106,3790.2,28.9106
3791.7,28.5318,3791.7,28.5318
3793.2,28.1528,3793.2,28.1528
3794.7,27.7735,3794.7,27.7735
3796.2,27.3938,3796.2,27.3938
3797.7,27.0137,3797.7,27.0137
3799.2,26.6331,3799.2,26.6331
3800.7,26.2519,3800.7,26.2519
3802.2,25.8699,3802.2,25.8699
3803.7,25.487,3803.7,25.487
3805.1,25.1288,3805.1,25.1288
3806.5,24.7695,3806.5,24.7695
3807.9,24.4092,3807.9,24.4092
3809.3,24.0476,3809.3,24.0476
3810.7,23.6846,3810.7,23.6846
3812.1,23.3202,3812.1,23.3202
3813.5,22.9541,3813.5,22.9541
3814.9,22.5863,3814.9,22.5863
3816.3,22.2165,3816.3,22.2165
3817.7,21.8447,3817.7,21.8447
3819.1,21.4706,3819.1,21.4706
3820.5,21.0941,3820.5,21.0941
3821.9,20.7151,3821.9,20.7151
3823.3,20.3333,3823.3,20.3333
3824.6,19.9762,3824.6,19.9762
3825.9,19.6164,3825.9,19.6164
3827.2,19.2537,3827.2,19.2537
3828.5,18.888,3828.5,18.888
3829.8,18.5191,3829.8,18.5191
3831.1,18.1468,3831.1,18.1468
3832.4,17.7708,3832.4,17.7708
3833.7,17.3911,3833.7,17.3911
3834.9,17.0371,3834.9,17.0371
3836.1,16.6793,3836.1,16.6793
3837.3,16.3178,3837.3,16.3178
3838.5,15.9523,3838.5,15.9523
3839.7,15.5825,3839.7,15.5825
3840.9,15.2083,3840.9,15.2083
3842.1,14.8293,3842.1,14.8293
3843.2,14.4775,3843.2,14.4775
3844.3,14.1212,3844.3,14.1212
3845.4,13.7603,3845.4,13.7603
3846.5,13.3944,3846.5,13.3944
3847.6,13.0233,3847.6,13.0233
3848.7,12.6467,3848.7,12.6467
3849.8,12.2642,3849.8,12.2642
3850.8,11.9111,3850.8,11.9111
3851.8,11.5526,3851.8,11.5526
3852.8,11.1884,3852.8,11.1884
3853.8,10.8181,3853.8,10.8181
3854.8,10.4415,3854.8,10.4415
3855.8,10.058,3855.8,10.058
3856.7,9.70678,3856.7,9.70678
3857.6,9.3494,3857.6,9.3494
3858.5,8.98556,3858.5,8.98556
3859.4,8.61491,3859.4,8.61491
3860.3,8.23708,3860.3,8.23708
3861.1,7.89489,3861.1,7.89489
3861.9,7.54644,3861.9,7.54644
3862.7,7.19144,3862.7,7.19144
3863.5,6.82959,3863.5,6.82959
3864.3,6.46059,3864.3,6.46059
3865.1,6.08413,3865.1,6.08413
3865.8,5.74836,3865.8,5.74836
3866.5,5.40644,3866.5,5.40644
3867.2,5.05815,3867.2,5.05815
3867.9,4.70332,3867.9,4.70332
3868.6,4.34174,3868.6,4.34174
3869.3,3.97324,3869.3,3.97324
3870,3.59766,3870,3.59766
3870.7,3.21486,3870.7,3.21486
3871.3,2.88089,3871.3,2.88089
3871.9,2.54146,3871.9,2.54146
3872.5,2.19651,3872.5,2.19651
3873.1,1.84601,3873.1,1.84601
3873.7,1.48995,3873.7,1.48995
3874.3,1.12832,3874.3,1.12832
3874.9,0.76115,3874.9,0.76115
3875.5,0.38848,3875.5,0.38848
3876.1,0.01036,3876.1,0.01036
3876.7,-0.37312,3876.7,-0.37312
3877.2,-0.69671,3877.2,-0.69671
3877.7,-1.02389,3877.7,-1.02389
3878.2,-1.35458,3878.2,-1.35458
3878.7,-1.68869,3878.7,-1.68869
3879.2,-2.0261,3879.2,-2.0261
3879.7,-2.3668,3879.7,-2.3668
3880.2,-2.7106,3880.2,-2.7106
3880.7,-3.0574,3880.7,-3.0574
3881.2,-3.407,3881.2,-3.407
3881.7,-3.7595,3881.7,-3.7595
3882.2,-4.1146,3882.2,-4.1146
3882.7,-4.4722,3882.7,-4.4722
3883.2,-4.8321,3883.2,-4.8321
3883.7,-5.1943,3883.7,-5.1943
3884.2,-5.5587,3884.2,-5.5587
3884.7,-5.925,3884.7,-5.925
3885.2,-6.2932,3885.2,-6.2932
3885.7,-6.6631,3885.7,-6.6631
3886.2,-7.0346,3886.2,-7.0346
3886.7,-7.4075,3886.7,-7.4075
3887.2,-7.7819,3887.2,-7.7819
3887.7,-8.1575,3887.7,-8.1575
3888.2,-8.5342,3888.2,-8.5342
3888.7,-8.912,3888.7,-8.912
3889.2,-9.2907,3889.2,-9.2907
3889.7,-9.6703,3889.7,-9.6703
3890.2,-10.0506,3890.2,-10.0506
3890.7,-10.4316,3890.7,-10.4316
3891.2,-10.8132,3891.2,-10.8132
3891.7,-11.1953,3891.7,-11.1953
3892.2,-11.5779,3892.2,-11.5779
3892.7,-11.9609,3892.7,-11.9609
3893.2,-12.3443,3893.2,-12.3443
3893.7,-12.7279,3893.7,-12.7279
3894.1,-13.035,3894.1,-13.035
3894.5,-13.3423,3894.5,-13.3423
3894.9,-13.6497,3894.9,-13.6497
3895.3,-13.9572,3895.3,-13.9572
3895.7,-14.2649,3895.7,-14.2649
3896.1,-14.5726,3896.1,-14.5726
3896.5,-14.8804,3896.5,-14.8804
3896.9,-15.1883,3896.9,-15.1883
3897.3,-15.4963,3897.3,-15.4963
3897.7,-15.8043,3897.7,-15.8043
3898.1,-16.1124,3898.1,-16.1124
3898.5,-16.4206,3898.5,-16.4206
3898.9,-16.7288,3898.9,-16.7288
3899.3,-17.0371,3899.3,-17.0371
3899.7,-17.3455,3899.7,-17.3455
3900.1,-17.6539,3900.1,-17.6539
3900.5,-17.9624,3900.5,-17.9624
3900.9,-18.2709,3900.9,-18.2709
3901.3,-18.5795,3901.3,-18.5795
3901.7,-18.8881,3901.7,-18.8881
3902.1,-19.1968,3902.1,-19.1968
3902.5,-19.5056,3902.5,-19.5056
3902.9,-19.8145,3902.9,-19.8145
3903.3,-20.1234,3903.3,-20.1234
3903.7,-20.4324,3903.7,-20.4324
3904.1,-20.7414,3904.1,-20.7414
3904.5,-21.0506,3904.5,-21.0506
3904.9,-21.3598,3904.9,-21.3598
3905.3,-21.6691,3905.3,-21.6691
3905.7,-21.9784,3905.7,-21.9784
3906.1,-22.2879,3906.1,-22.2879
3906.5,-22.5974,3906.5,-22.5974
3906.9,-22.9071,3906.9,-22.9071
3907.3,-23.2168,3907.3,-23.2168
3907.7,-23.5266,3907.7,-23.5266
3908.1,-23.8366,3908.1,-23.8366
3908.5,-24.1466,3908.5,-24.1466
3908.9,-24.4568,3908.9,-24.4568
3909.3,-24.7671,3909.3,-24.7671
3909.7,-25.0775,3909.7,-25.0775
3910.1,-25.3881,3910.1,-25.3881
3910.5,-25.6988,3910.5,-25.6988
3910.9,-26.0097,3910.9,-26.0097
3911.3,-26.3208,3911.3,-26.3208
3911.7,-26.632,3911.7,-26.632
3912.1,-26.9434,3912.1,-26.9434
3912.5,-27.2551,3912.5,-27.2551
3912.9,-27.5669,3912.9,-27.5669
3913.3,-27.879,3913.3,-27.879
3913.7,-28.1913,3913.7,-28.1913
3914.1,-28.5039,3914.1,-28.5039
3914.5,-28.8167,3914.5,-28.8167
3914.9,-29.1299,3914.9,-29.1299
3915.3,-29.4433,3915.3,-29.4433
3915.7,-29.7571,3915.7,-29.7571
3916.1,-30.0712,3916.1,-30.0712
3916.5,-30.3857,3916.5,-30.3857
3916.9,-30.7005,3916.9,-30.7005
3917.3,-31.0157,3917.3,-31.0157
3917.7,-31.3314,3917.7,-31.3314
3918.1,-31.6474,3918.1,-31.6474
3918.5,-31.964,3918.5,-31.964
3918.9,-32.2809,3918.9,-32.2809
3919.3,-32.5984,3919.3,-32.5984
3919.7,-32.9163,3919.7,-32.9163
3920.1,-33.2348,3920.1,-33.2348
3920.5,-33.5537,3920.5,-33.5537
3920.9,-33.8733,3920.9,-33.8733
3921.3,-34.1933,3921.3,-34.1933
3921.7,-34.514,3921.7,-34.514
3922.1,-34.8352,3922.1,-34.8352
3922.5,-35.157,3922.5,-35.157
3922.9,-35.4794,3922.9,-35.4794
3923.3,-35.8024,3923.3,-35.8024
3923.7,-36.126,3923.7,-36.126
3924.1,-36.4503,3924.1,-36.4503
3924.5,-36.7752,3924.5,-36.7752
3924.9,-37.1007,3924.9,-37.1007
3925.3,-37.4269,3925.3,-37.4269
3925.7,-37.7538,3925.7,-37.7538
3926.1,-38.0813,3926.1,-38.0813
3926.5,-38.4094,3926.5,-38.4094
3926.9,-38.7383,3926.9,-38.7383
3927.3,-39.0678,3927.3,-39.0678
3927.7,-39.398,3927.7,-39.398
3928.1,-39.7288,3928.1,-39.7288
3928.5,-40.0603,3928.5,-40.0603
3928.9,-40.3926,3928.9,-40.3926
3929.3,-40.7255,3929.3,-40.7255
3929.7,-41.0591,3929.7,-41.0591
3930.1,-41.3934,3930.1,-41.3934
3930.5,-41.7283,3930.5,-41.7283
3930.9,-42.064,3930.9,-42.064
3931.3,-42.4004,3931.3,-42.4004
3931.7,-42.7376,3931.7,-42.7376
3932.1,-43.0754,3932.1,-43.0754
3932.5,-43.414,3932.5,-43.414
3932.9,-43.7533,3932.9,-43.7533
3933.3,-44.0934,3933.3,-44.0934
3933.7,-44.4343,3933.7,-44.4343
3934.1,-44.7759,3934.1,-44.7759
3934.5,-45.1183,3934.5,-45.1183
3934.9,-45.4616,3934.9,-45.4616
3935.3,-45.8057,3935.3,-45.8057
3935.7,-46.1506,3935.7,-46.1506
3936.1,-46.4964,3936.1,-46.4964
3936.5,-46.8431,3936.5,-46.8431
3936.9,-47.1907,3936.9,-47.1907
3937.3,-47.5393,3937.3,-47.5393
3937.7,-47.8888,3937.7,-47.8888
3938.1,-48.2393,3938.1,-48.2393
3938.5,-48.5909,3938.5,-48.5909
3938.9,-48.9435,3938.9,-48.9435
3939.3,-49.2972,3939.3,-49.2972
3939.7,-49.6521,3939.7,-49.6521
3940.1,-50.0081,3940.1,-50.0081
3940.5,-50.3653,3940.5,-50.3653
3940.9,-50.7237,3940.9,-50.7237
3941.3,-51.0834,3941.3,-51.0834
3941.7,-51.4444,3941.7,-51.4444
3942.1,-51.8067,3942.1,-51.8067
3942.5,-52.1704,3942.5,-52.1704
3942.9,-52.5356,3942.9,-52.5356
3943.3,-52.9022,3943.3,-52.9022
3943.7,-53.2703,3943.7,-53.2703
3944.1,-53.6399,3944.1,-53.6399
3944.5,-54.0112,3944.5,-54.0112
3944.9,-54.384,3944.9,-54.384
3945.3,-54.7584,3945.3,-54.7584
3945.7,-55.1346,3945.7,-55.1346
3946.1,-55.5124,3946.1,-55.5124
3946.5,-55.892,3946.5,-55.892
3946.9,-56.2734,3946.9,-56.2734
3947.3,-56.6565,3947.3,-56.6565
3947.6,-56.945,3947.6,-56.945
3947.9,-57.2346,3947.9,-57.2346
3948.2,-57.5251,3948.2,-57.5251
3948.5,-57.8167,3948.5,-57.8167
3948.8,-58.1093,3948.8,-58.1093
3949.1,-58.4029,3949.1,-58.4029
3949.4,-58.6976,3949.4,-58.6976
3949.7,-58.9932,3949.7,-58.9932
3950,-59.2899,3950,-59.2899
3950.3,-59.5875,3950.3,-59.5875
3950.6,-59.8862,3950.6,-59.8862
3950.9,-60.1857,3950.9,-60.1857
3951.2,-60.4862,3951.2,-60.4862
3951.5,-60.7876,3951.5,-60.7876
3951.8,-61.0899,3951.8,-61.0899
3952.1,-61.393,3952.1,-61.393
3952.4,-61.6969,3952.4,-61.6969
3952.7,-62.0016,3952.7,-62.0016
3953,-62.3069,3953,-62.3069
3953.3,-62.6129,3953.3,-62.6129
3953.6,-62.9195,3953.6,-62.9195
3953.9,-63.2266,3953.9,-63.2266
3954.2,-63.5341,3954.2,-63.5341
3954.5,-63.842,3954.5,-63.842
3954.8,-64.1502,3954.8,-64.1502
3955.1,-64.4585,3955.1,-64.4585
3955.4,-64.7669,3955.4,-64.7669
3955.7,-65.0753,3955.7,-65.0753
3956,-65.3835,3956,-65.3835
3956.3,-65.6915,3956.3,-65.6915
3956.6,-65.999,3956.6,-65.999
3956.9,-66.306,3956.9,-66.306
3957.2,-66.6123,3957.2,-66.6123
3957.5,-66.9178,3957.5,-66.9178
3957.8,-67.2222,3957.8,-67.2222
3958.1,-67.5255,3958.1,-67.5255
3958.4,-67.8274,3958.4,-67.8274
3958.7,-68.1278,3958.7,-68.1278
3959,-68.4265,3959,-68.4265
3959.3,-68.7232,3959.3,-68.7232
3959.6,-69.0179,3959.6,-69.0179
3959.9,-69.3103,3959.9,-69.3103
3960.2,-69.6001,3960.2,-69.6001
3960.6,-69.9823,3960.6,-69.9823
3961,-70.3593,3961,-70.3593
3961.4,-70.7304,3961.4,-70.7304
3961.8,-71.0953,3961.8,-71.0953
3962.2,-71.4535,3962.2,-71.4535
3962.6,-71.8046,3962.6,-71.8046
3963,-72.148,3963,-72.148
3963.4,-72.4834,3963.4,-72.4834
3963.8,-72.8104,3963.8,-72.8104
3964.2,-73.1287,3964.2,-73.1287
3964.6,-73.438,3964.6,-73.438
3965.1,-73.8115,3965.1,-73.8115
3965.6,-74.1699,3965.6,-74.1699
3966.1,-74.5131,3966.1,-74.5131
3966.6,-74.8407,3966.6,-74.8407
3967.2,-75.2132,3967.2,-75.2132
3967.8,-75.5631,3967.8,-75.5631
3968.5,-75.9431,3968.5,-75.9431
3969.2,-76.2934,3969.2,-76.2934
3970,-76.6584,3970,-76.6584
3970.9,-77.0262,3970.9,-77.0262
3971.9,-77.3853,3971.9,-77.3853
3973.1,-77.7535,3973.1,-77.7535
3974.6,-78.1297,3974.6,-78.1297
3976.6,-78.5116,3976.6,-78.5116
3979.6,-78.8942,3979.6,-78.8942
3985.9,-79.2751,3985.9,-79.2751
4030.7,-79.5655,4030.7,-79.5655
4030.8,-80,4030.8,-80
4050.6,-80.0012,4050.6,-80.0012
4050.7,-79.9985,4050.7,-79.9985
4050.8,-72.0599,4050.8,-72.0599
4050.9,-64.1675,4050.9,-64.1675
4051,-56.2596,4051,-56.2596
4051.1,-48.318,4051.1,-48.318
4051.2,-40.3027,4051.2,-40.3027
4051.3,-40.012,4051.3,-40.012
4051.4,-39.2097,4051.4,-39.2097
4051.5,-37.7035,4051.5,-37.7035
4051.6,-35.2498,4051.6,-35.2498
4051.7,-31.3526,4051.7,-31.3526
4051.8,-24.8154,4051.8,-24.8154
4051.9,-12.6353,4051.9,-12.6353
4052,9.08256,4052,9.08256
4052.1,28.7507,4052.1,28.7507
4052.2,34.5288,4052.2,34.5288
4052.3,36.0714,4052.3,36.0714
4052.4,37.0653,4052.4,37.0653
4052.5,37.9286,4052.5,37.9286
4052.6,38.6993,4052.6,38.6993
4052.7,39.3853,4052.7,39.3853
4052.8,39.993,4052.8,39.993
4052.9,40.5287,4052.9,40.5287
4053,40.9985,4053,40.9985
4053.1,41.4083,4053.1,41.4083
4053.2,41.7635,4053.2,41.7635
4053.3,42.0691,4053.3,42.0691
4053.4,42.3296,4053.4,42.3296
4053.5,42.549,4053.5,42.549
4053.7,42.8791,4053.7,42.8791
4054.2,43.2076,4054.2,43.2076
4054.9,42.8854,4054.9,42.8854
4055.2,42.5751,4055.2,42.5751
4055.5,42.198,4055.5,42.198
4055.7,41.9184,4055.7,41.9184
4055.9,41.6213,4055.9,41.6213
4056.1,41.3106,4056.1,41.3106
4056.3,40.9896,4056.3,40.9896
4056.5,40.6619,4056.5,40.6619
4056.7,40.3306,4056.7,40.3306
4056.9,39.9989,4056.9,39.9989
4057.1,39.6701,4057.1,39.6701
4057.3,39.3472,4057.3,39.3472
4057.5,39.0328,4057.5,39.0328
4057.7,38.7294,4057.7,38.7294
4057.9,38.4391,4057.9,38.4391
4058.1,38.1635,4058.1,38.1635
4058.4,37.7803,4058.4,37.7803
4058.7,37.4351,4058.7,37.4351
4059,37.1288,4059,37.1288
4059.4,36.7796,4059.4,36.7796
4059.9,36.4327,4059.9,36.4327
4060.7,36.0587,4060.7,36.0587
4062.3,35.8053,4062.3,35.8053
4065,36.173,4065,36.173
4066.5,36.5468,4066.5,36.5468
4067.9,36.9203,4067.9,36.9203
4069.3,37.287,4069.3,37.287
4070.8,37.6537,4070.8,37.6537
4072.5,38.0243,4072.5,38.0243
4074.5,38.3923,4074.5,38.3923
4077.2,38.773,4077.2,38.773
4081.9,39.1524,4081.9,39.1524
4086,39.2427,4086,39.2427
4095.2,38.8594,4095.2,38.8594
4099.4,38.4843,4099.4,38.4843
4102.8,38.1088,4102.8,38.1088
4105.8,37.7302,4105.8,37.7302
4108.5,37.355,4108.5,37.355
4111,36.9803,4111,36.9803
4113.4,36.5974,4113.4,36.5974
4115.6,36.2274,4115.6,36.2274
4117.7,35.8579,4117.7,35.8579
4119.7,35.4917,4119.7,35.4917
4121.7,35.1121,4121.7,35.1121
4123.6,34.7392,4123.6,34.7392
4125.4,34.3753,4125.4,34.3753
4127.2,34.0011,4127.2,34.0011
4128.9,33.6386,4128.9,33.6386
4130.6,33.2673,4130.6,33.2673
4132.3,32.8873,4132.3,32.8873
4133.9,32.5218,4133.9,32.5218
4135.5,32.1488,4135.5,32.1488
4137.1,31.7683,4137.1,31.7683
4138.6,31.4048,4138.6,31.4048
4140.1,31.0348,4140.1,31.0348
4141.6,30.6584,4141.6,30.6584
4143.1,30.2754,4143.1,30.2754
4144.5,29.9122,4144.5,29.9122
4145.9,29.5432,4145.9,29.5432
4147.3,29.1686,4147.3,29.1686
4148.7,28.7882,4148.7,28.7882
4150,28.4299,4150,28.4299
4151.3,28.0666,4151.3,28.0666
4152.6,27.6982,4152.6,27.6982
4153.9,27.3248,4153.9,27.3248
4155.2,26.9462,4155.2,26.9462
4156.4,26.5921,4156.4,26.5921
4157.6,26.2335,4157.6,26.2335
4158.8,25.8704,4158.8,25.8704
4160,25.5027,4160,25.5027
4161.2,25.1304,4161.2,25.1304
4162.4,24.7532,4162.4,24.7532
4163.6,24.3713,4163.6,24.3713
4164.7,24.0168,4164.7,24.0168
4165.8,23.6582,4165.8,23.6582
4166.9,23.2953,4166.9,23.2953
4168,22.928,4168,22.928
4169.1,22.5563,4169.1,22.5563
4170.2,22.1801,4170.2,22.1801
4171.3,21.7993,4171.3,21.7993
4172.3,21.4492,4172.3,21.4492
4173.3,21.0952,4173.3,21.0952
4174.3,20.7372,4174.3,20.7372
4175.3,20.3752,4175.3,20.3752
4176.3,20.009,4176.3,20.009
4177.3,19.6386,4177.3,19.6386
4178.3,19.2637,4178.3,19.2637
4179.3,18.8843,4179.3,18.8843
4180.2,18.5389,4180.2,18.5389
4181.1,18.1896,4181.1,18.1896
4182,17.8363,4182,17.8363
4182.9,17.4789,4182.9,17.4789
4183.8,17.1173,4183.8,17.1173
4184.7,16.7512,4184.7,16.7512
4185.6,16.3807,4185.6,16.3807
4186.5,16.0055,4186.5,16.0055
4187.4,15.6255,4187.4,15.6255
4188.2,15.2834,4188.2,15.2834
4189,14.9373,4189,14.9373
4189.8,14.5869,4189.8,14.5869
4190.6,14.232,4190.6,14.232
4191.4,13.8726,4191.4,13.8726
4192.2,13.5084,4192.2,13.5084
4193,13.1392,4193,13.1392
4193.8,12.7647,4193.8,12.7647
4194.6,12.3848,4194.6,12.3848
4195.3,12.0478,4195.3,12.0478
4196,11.7061,4196,11.7061
4196.7,11.3597,4196.7,11.3597
4197.4,11.0083,4197.4,11.0083
4198.1,10.6516,4198.1,10.6516
4198.8,10.2895,4198.8,10.2895
4199.5,9.92164,4199.5,9.92164
4200.2,9.54776,4200.2,9.54776
4200.9,9.16755,4200.9,9.16755
4201.5,8.83638,4201.5,8.83638
4202.1,8.50012,4202.1,8.50012
4202.7,8.15854,4202.7,8.15854
4203.3,7.81141,4203.3,7.81141
4203.9,7.45849,4203.9,7.45849
4204.5,7.09955,4204.5,7.09955
4205.1,6.73432,4205.1,6.73432
4205.7,6.36254,4205.7,6.36254
4206.3,5.98397,4206.3,5.98397
4206.8,5.66312,4206.8,5.66312
4207.3,5.33721,4207.3,5.33721
4207.8,5.00611,4207.8,5.00611
4208.3,4.66968,4208.3,4.66968
4208.8,4.32778,4208.8,4.32778
4209.3,3.98028,4209.3,3.98028
4209.8,3.62707,4209.8,3.62707
4210.3,3.26803,4210.3,3.26803
4210.8,2.90309,4210.8,2.90309
4211.3,2.53215,4211.3,2.53215
4211.8,2.15517,4211.8,2.15517
4212.3,1.77209,4212.3,1.77209
4212.7,1.46123,4212.7,1.46123
4213.1,1.14646,4213.1,1.14646
4213.5,0.82779,4213.5,0.82779
4213.9,0.50523,4213.9,0.50523
4214.3,0.17882,4214.3,0.17882
4214.7,-0.15141,4214.7,-0.15141
4215.1,-0.48541,4215.1,-0.48541
4215.5,-0.82312,4215.5,-0.82312
4215.9,-1.16447,4215.9,-1.16447
4216.3,-1.50938,4216.3,-1.50938
4216.7,-1.85779,4216.7,-1.85779
4217.1,-2.2096,4217.1,-2.2096
4217.5,-2.5647,4217.5,-2.5647
4217.9,-2.9229,4217.9,-2.9229
4218.3,-3.2843,4218.3,-3.2843
4218.7,-3.6486,4218.7,-3.6486
4219.1,-4.0157,4219.1,-4.0157
4219.5,-4.3855,4219.5,-4.3855
4219.9,-4.758,4219.9,-4.758
4220.3,-5.1329,4220.3,-5.1329
4220.7,-5.5101,4220.7,-5.5101
4221.1,-5.8895,4221.1,-5.8895
4221.5,-6.271,4221.5,-6.271
4221.9,-6.6545,4221.9,-6.6545
4222.2,-6.9433,4222.2,-6.9433
4222.5,-7.2331,4222.5,-7.2331
4222.8,-7.5238,4222.8,-7.5238
4223.1,-7.8154,4223.1,-7.8154
4223.4,-8.1078,4223.4,-8.1078
4223.7,-8.4011,4223.7,-8.4011
4224,-8.6951,4224,-8.6951
4224.3,-8.9897,4224.3,-8.9897
4224.6,-9.2851,4224.6,-9.2851
4224.9,-9.5811,4224.9,-9.5811
4225.2,-9.8776,4225.2,-9.8776
4225.5,-10.1748,4225.5,-10.1748
4225.8,-10.4724,4225.8,-10.4724
4226.1,-10.7705,4226.1,-10.7705
4226.4,-11.0691,4226.4,-11.0691
4226.7,-11.3681,4226.7,-11.3681
4227,-11.6675,4227,-11.6675
4227.3,-11.9673,4227.3,-11.9673
4227.6,-12.2674,4227.6,-12.2674
4227.9,-12.5679,4227.9,-12.5679
4228.2,-12.8686,4228.2,-12.8686
4228.5,-13.1697,4228.5,-13.1697
4228.8,-13.471,4228.8,-13.471
4229.1,-13.7726,4229.1,-13.7726
4229.4,-14.0744,4229.4,-14.0744
4229.7,-14.3765,4229.7,-14.3765
4230,-14.6787,4230,-14.6787
4230.3,-14.9812,4230.3,-14.9812
4230.6,-15.2839,4230.6,-15.2839
4230.9,-15.5867,4230.9,-15.5867
4231.2,-15.8897,4231.2,-15.8897
4231.5,-16.1929,4231.5,-16.1929
4231.8,-16.4962,4231.8,-16.4962
4232.1,-16.7997,4232.1,-16.7997
4232.4,-17.1033,4232.4,-17.1033
4232.7,-17.407,4232.7,-17.407
4233,-17.7109,4233,-17.7109
4233.3,-18.0148,4233.3,-18.0148
4233.6,-18.3189,4233.6,-18.3189
4233.9,-18.6231,4233.9,-18.6231
4234.2,-18.9274,4234.2,-18.9274
4234.5,-19.2318,4234.5,-19.2318
4234.8,-19.5363,4234.8,-19.5363
4235.1,-19.8409,4235.1,-19.8409
4235.4,-20.1456,4235.4,-20.1456
4235.7,-20.4503,4235.7,-20.4503
4236,-20.7551,4236,-20.7551
4236.3,-21.06,4236.3,-21.06
4236.6,-21.365,4236.6,-21.365
4236.9,-21.67,4236.9,-21.67
4237.2,-21.9751,4237.2,-21.9751
4237.5,-22.2802,4237.5,-22.2802
4237.8,-22.5854,4237.8,-22.5854
4238.1,-22.8906,4238.1,-22.8906
4238.4,-23.1959,4238.4,-23.1959
4238.7,-23.5012,4238.7,-23.5012
4239,-23.8066,4239,-23.8066
4239.3,-24.112,4239.3,-24.112
4239.6,-24.4174,4239.6,-24.4174
4239.9,-24.7229,4239.9,-24.7229
4240.2,-25.0285,4240.2,-25.0285
4240.5,-25.334,4240.5,-25.334
4240.8,-25.6397,4240.8,-25.6397
4241.1,-25.9453,4241.1,-25.9453
4241.4,-26.251,4241.4,-26.251
4241.7,-26.5568,4241.7,-26.5568
4242,-26.8626,4242,-26.8626
4242.3,-27.1684,4242.3,-27.1684
