"x","y"
-90.062,-0.004081
-79.705, 0.0024786
-70.299, 0.0040038
-60.038, 0.0088815
-49.872, 0.069316
-39.99, 0.20383
-29.729, 0.47975
-19.943, 0.76578
-9.9667, 0.92555
 0.38955, 0.98093
 10.366, 0.98413
 19.867, 0.98902
 30.128, 0.98885
