"x","y"
-89.967, 0.0060184
-79.895, 0.0092158
-70.109, 0.0056841
-59.943, 0.030765
-49.872, 0.16864
-39.99, 0.50181
-30.014, 0.79289
-20.038, 0.93918
-9.8717, 0.99794
 0.0095012, 0.99777
 10.176, 0.99423
 20.057, 0.99238
 30.223, 0.98884
