"x","y"
-99.744, 1.0009
-89.887, 0.93111
-79.906, 0.88407
-70.05, 0.81275
-59.954, 0.70349
-49.736, 0.60486
-39.761, 0.50622
-29.785, 0.41214
-19.931, 0.32413
-9.8315, 0.24674
 0.14734, 0.17997
 10.128, 0.12838
 19.988, 0.085888
 29.971, 0.055539
 39.956, 0.035812
