"x","y"
-89.872,-0.00071723
-79.705, 0.0058456
-70.299, 0.0040038
-60.038, 0.007198
-49.872, 0.050798
-39.895, 0.26949
-30.014, 0.62117
-19.848, 0.86847
-9.8717, 0.96595
 0.0095012, 1.0045
 10.176, 0.98918
 19.962, 0.99575
 30.128, 1.0023
