# staircaseramp pharma apab apabv3 ap05hz ap1hz ap2hz
9.257521512517510875e-02 2.487774191651417333e-01 1.259325024017068140e+00 1.137824682915827612e+00 1.109722374315040394e+00 8.337942074431544670e-01 5.799415965238737813e-01
9.260082339988091882e-02 9.941899473614725091e-02 7.881710583939722792e-01 5.976767994518532578e-01 5.265774444977774360e-01 6.603159657572018615e-01 5.526623520290750990e-01
9.336681028873049237e-02 2.785242308281287160e-01 1.014088367553197534e+00 8.009507710786852863e-01 8.835400211530413106e-01 9.680912472870633056e-01 8.648660190906132250e-01
9.353785966269607954e-02 1.178337226850578595e-01 8.892464892415415934e-01 5.085110000960811893e-01 9.467521337526925151e-01 7.981833513333398411e-01 6.402653707131767957e-01
9.377836943251918744e-02 4.049059755263963445e-01 1.410353487729053557e+00 1.279817240216753804e+00 8.663611263019762587e-01 8.864650376695925038e-01 7.132340226904824165e-01
9.380305827932254592e-02 2.587932798245918820e-01 1.333597597202828444e+00 8.220161240286953941e-01 1.006464629907438901e+00 1.049387589155836409e+00 1.042013401739128708e+00
9.565325277313518892e-02 2.104008978122848261e-01 1.026113628262625088e+00 8.136122473491482765e-01 9.803909841500927369e-01 9.169056600128497880e-01 5.139452766305949716e-01
9.565421501386753289e-02 2.737350440248697003e-01 1.161729225665329546e+00 6.457875056178447037e-01 8.883253440022756964e-01 9.880604079775717752e-01 6.695304763021191485e-01
9.639265366894249343e-02 5.624821673303023184e-01 1.737364306494107336e+00 1.153242646664346616e+00 1.256439816800850373e+00 1.598908115465855539e+00 1.153198235664723903e+00
9.774401920431051438e-02 2.597917024704070599e-01 1.157490377607674148e+00 1.455635232803358159e+00 1.221959450187792395e+00 8.887658935893872902e-01 8.490564917397291911e-01
9.856608162508095905e-02 2.979623558497732638e-01 1.500854719683943683e+00 1.105465745844696812e+00 1.038308848251972227e+00 1.124407063027212494e+00 1.076363178944492960e+00
9.933179371628038379e-02 1.193692623550303006e-01 9.072682694228141331e-01 4.562430901534560990e-01 7.873512427999584951e-01 6.681703225416718572e-01 5.359008769359776547e-01
9.967055235620148057e-02 9.786612280807001074e-01 1.275127271638031079e+00 1.066484759077325872e+00 9.602952847757990629e-01 1.230690482781975792e+00 9.529852576478142767e-01
1.020847910532112074e-01 1.181811700774754170e-01 8.299405676569292512e-01 4.139483753723320891e-01 6.408640608590152610e-01 6.505680460541896082e-01 4.650655151538727328e-01
1.031735650433346502e-01 1.183034087250220551e-01 8.037514208189917575e-01 6.297845190587882946e-01 7.236792151446593824e-01 8.083727260347183252e-01 5.043823468123911358e-01
1.044173287147419221e-01 3.548042503706291262e-01 1.254922719576282653e+00 7.283698144750069270e-01 1.121910166527244179e+00 1.128026107244282317e+00 1.052534443503300832e+00
1.045378872335269160e-01 8.251979153506158737e-02 5.405088768791209697e-01 4.211941498465719969e-01 8.025443345319469568e-01 7.067715007851159692e-01 6.338672187208149733e-01
1.046646241869366722e-01 1.793644621372851855e-01 8.034039975093224539e-01 6.190348144181433421e-01 8.304581074572301436e-01 7.816517194703195281e-01 6.885069428997848684e-01
1.048540757488831826e-01 1.536575936137218046e-01 1.090919242694368352e+00 7.382110073795438154e-01 1.010887465723670608e+00 7.016246418388218942e-01 6.018118865928324679e-01
1.051908181363883504e-01 2.296478401151654525e-01 9.878470135644690231e-01 8.876097365079315127e-01 1.011208354051017722e+00 9.216926872778387070e-01 9.608988872314643270e-01
1.058639815574598936e-01 1.297552704035358773e-01 1.324906942714248803e+00 8.308679943345405050e-01 1.181106440490671261e+00 1.241427969683574606e+00 9.396979314778859393e-01
1.064974417603698348e-01 4.045379518206860814e-01 1.946510635846031123e+00 1.456053718551427067e+00 1.139680474758971052e+00 1.492330848611143512e+00 1.234724011096318241e+00
1.068833636028591882e-01 3.275925556600768895e-01 1.198405370471009590e+00 6.631787317291535366e-01 9.577794544053264136e-01 9.220907739165297157e-01 8.030652936137642195e-01
1.069087075970073242e-01 1.468933348853969645e-01 1.331844681908608052e+00 5.399167771113421166e-01 7.326301862342786686e-01 7.744156682772218581e-01 4.238064246219325759e-01
1.073969607901900380e-01 1.185631697752518310e-01 9.565698584163415674e-01 7.685208136816433777e-01 9.220735257584442568e-01 6.711362921476508037e-01 5.700440989104809120e-01
1.087259014468480306e-01 2.858798667490970447e-01 1.319122396930841212e+00 1.532084917350034159e+00 1.242898277156906817e+00 8.610705075974260936e-01 7.148756969406833139e-01
1.094748398111175663e-01 2.295859544182789480e-01 1.171308621061007083e+00 6.903536670966451405e-01 7.717697487984334082e-01 1.073491337075353602e+00 7.027002094124384923e-01
1.106564795275863933e-01 2.414937611772274284e-01 1.236635817656733805e+00 9.340865595437173319e-01 1.080294035276470721e+00 7.795601118242247995e-01 1.027740150429833355e+00
1.115383586771108021e-01 1.696988151798942135e-01 1.056803951943652287e+00 1.058068434716768147e+00 9.089752606575527416e-01 1.000115729280967702e+00 7.221625399589938210e-01
1.115463605797052671e-01 1.961167515830256336e-01 5.016948013715297749e-01 3.404947905290996446e-01 4.882661152202725785e-01 4.883368960294338090e-01 3.089892607042583617e-01
1.115661878864403628e-01 4.232647003427369992e-01 9.545490814038644078e-01 8.575042079830760278e-01 8.587889824523282645e-01 1.176368920785309857e+00 8.758720285011742934e-01
1.121902265602907900e-01 4.095466422733348710e-01 5.651847260436624332e-01 5.153831998762491429e-01 7.334554903501699918e-01 5.309375836361444057e-01 4.140973216003611679e-01
1.125438305699358876e-01 3.849024693004080566e-01 9.546089357307576684e-01 5.340012491399201977e-01 7.397001546224174495e-01 8.577269611050157838e-01 8.589178685162270899e-01
1.129108289605287863e-01 2.411360990075635813e-01 9.449044500211293274e-01 5.992086691504135976e-01 8.688377088294663153e-01 6.973762942031573875e-01 5.239614926837929954e-01
1.135350248535325346e-01 4.495498482737065316e-01 1.604981573629481240e+00 1.160037171111934828e+00 1.210607047242012957e+00 1.267326159932547602e+00 9.288240434906298582e-01
1.143365460400881661e-01 1.751274204579598426e-01 5.361036180722862365e-01 2.767472766069112855e-01 5.209543548380244360e-01 4.879820280170885649e-01 4.558991947661918398e-01
1.150532601757863066e-01 1.174805569619057910e-01 4.418869220203145987e-01 1.998862584443013568e-01 4.646672975265681571e-01 3.561865134054419402e-01 4.093974177189952379e-01
1.157801004295449798e-01 7.063000241925343481e-01 1.354604464073771775e+00 1.096164943737504505e+00 1.076019610827546602e+00 1.183922360577621014e+00 1.026919340131540181e+00
1.173684641105766230e-01 1.649398811206813920e-01 9.601002166694685425e-01 7.119081015568031745e-01 1.052049908924681310e+00 7.325121091013514496e-01 4.695981493686091079e-01
1.190390235975583993e-01 1.781547385029660091e-01 9.819654001808701960e-01 6.734667993760762306e-01 9.213807635364674731e-01 8.598988556912022796e-01 6.159635885838242730e-01
1.212500409775498778e-01 2.622190360381011498e-01 8.445422020810623431e-01 6.741942055888964225e-01 7.672487881656283593e-01 9.059467732400386941e-01 6.468524081291375794e-01
1.218596817801716192e-01 1.888097548973998174e-01 9.858438825675133188e-01 6.078382631053074192e-01 1.023986431790080642e+00 9.683358646040730600e-01 7.632340297414303976e-01
1.225394908831980850e-01 5.840081232333734773e-01 1.270979784532981105e+00 8.038285185473669214e-01 1.062913651000672921e+00 9.485217184000047652e-01 1.018476136822198175e+00
1.235544257452817207e-01 1.665974487886368594e-01 8.694271297031765933e-01 7.758485970635666806e-01 7.194293298211119625e-01 8.785287575182388897e-01 7.215094336023257782e-01
1.237518776189055064e-01 2.386261852690778340e-01 5.279585525447261229e-01 3.220779401352776850e-01 6.806118829886300681e-01 4.901905177453895757e-01 3.762204637117849138e-01
1.246483447676662304e-01 6.112481090426946650e-01 1.485931439912602903e+00 1.194893694548055052e+00 1.278122700113496935e+00 1.338586525565120144e+00 1.622897751485850693e+00
1.247952062262998735e-01 6.448876344221546875e-01 1.300967080145586818e+00 1.000159004053345679e+00 1.072503178648438027e+00 1.097152836889833782e+00 9.560956767837521797e-01
1.258412536690270700e-01 3.278623229521236970e-01 1.634706829132951178e+00 1.160926855880781483e+00 1.131822815990970010e+00 1.231440556636171024e+00 1.187759243405570375e+00
1.267811239026135073e-01 2.159504586711256113e-01 8.817988949836920165e-01 7.883877752282931750e-01 7.769063118200818518e-01 7.660720107849456895e-01 5.565203900063302456e-01
1.271880835301466284e-01 1.751709901795969748e-01 6.764033370975438553e-01 4.337391981135932939e-01 7.807552209913082297e-01 5.902780658002798608e-01 4.912281693970754759e-01
1.273321157578302110e-01 2.074819172602559436e-01 1.327575663402646544e+00 1.145304752716132857e+00 1.173669041083217790e+00 1.391141955278826225e+00 1.052306730198505180e+00
1.281201000952675029e-01 2.974203954141936279e-01 5.002678382935398238e-01 3.376118337903001310e-01 5.303379844703325352e-01 3.509658555913754419e-01 2.596797116363683267e-01
1.284795437982241828e-01 4.201956977951653571e-01 1.467772059367732362e+00 1.389504321917229390e+00 1.138567406200155174e+00 1.578402578942530887e+00 1.401287936220746211e+00
1.291149347962594895e-01 4.999964174048228127e-01 9.406463114990381014e-01 7.852177294673786667e-01 9.367912179122162009e-01 9.674882064703390627e-01 7.576157010466418873e-01
1.292588503955506007e-01 4.493411649228608029e-01 1.037735905634609823e+00 6.091293510616951901e-01 1.005284301595040120e+00 1.092328825241622337e+00 7.753461003094866966e-01
1.297520606875934290e-01 4.106248927320455544e-01 1.284487140552912354e+00 1.446392627548343857e+00 1.140306004520312388e+00 1.442793017728078331e+00 1.045255631493528625e+00
1.300257354965106693e-01 6.480711352836383554e-01 1.370191611981690816e+00 1.699290702206421422e+00 9.631726955012012148e-01 1.118189427227474386e+00 1.089272163557297946e+00
1.317747876349717184e-01 1.604400067301496036e-01 8.973244128987073465e-01 5.770254508854968378e-01 8.851224563007289436e-01 9.314011361634617625e-01 7.677369191139267190e-01
1.318776666007898946e-01 4.199447125947627923e-01 1.068134622159157221e+00 1.109891301535990360e+00 1.119888354277923215e+00 8.087558587773390206e-01 4.236179355281144421e-01
1.324064960813804981e-01 3.765141596104901178e-01 1.218796461387506191e+00 7.591528369889870564e-01 1.036001777323559470e+00 1.188300604696534979e+00 5.968084917244060872e-01
1.332087892285218345e-01 3.113575401687231903e-01 1.318200483029285497e+00 7.769378065470445849e-01 1.104882173432196524e+00 9.882194884538045843e-01 8.843662589292544673e-01
1.333434936648482949e-01 3.624720076119583578e-01 1.013960840085393222e+00 9.300702630737321952e-01 1.142470547627522093e+00 9.332066781686905177e-01 1.116346892250061229e+00
1.339172338617772851e-01 1.472808942775459817e-01 7.927200098095188441e-01 3.476797866245527335e-01 8.054625782212909701e-01 5.919103023932230645e-01 3.893832183690537074e-01
1.345091729138336301e-01 3.511887455375646283e-01 9.587623862560270549e-01 6.312740073629480309e-01 9.217297454120200184e-01 8.274849180898908863e-01 6.420610155527962659e-01
1.356109859776621629e-01 1.408765380235774411e-01 7.762093165165492303e-01 4.232336333022110875e-01 7.050363703708449892e-01 6.320500876134595991e-01 7.141341966770253791e-01
1.356517727891156933e-01 3.984303993475648009e-01 1.205878147966542357e+00 1.090154098498080426e+00 1.068038811543428723e+00 8.938091974863064948e-01 1.004904871376682607e+00
1.362900246978552277e-01 4.449450622437930991e-01 1.291521568141175580e+00 9.488033835762046397e-01 1.182464665553663030e+00 9.123504381864508961e-01 8.217175879672810046e-01
1.370075444581698165e-01 2.702517187432729173e-01 1.592961220783783105e+00 7.573518825692929779e-01 1.234196375611098739e+00 1.171944734337629468e+00 8.410504873646336144e-01
1.381173148763142067e-01 1.465588725833416317e-01 1.327373594850103755e+00 8.558574471474349465e-01 8.454816077761483362e-01 8.727100749436923488e-01 9.934843709942318135e-01
1.388765397635737253e-01 5.051768609045825809e-01 1.171412524877209815e+00 8.699923854046746063e-01 1.008586030223445729e+00 9.266817284939553589e-01 8.043193607707670445e-01
1.399530119175092790e-01 3.779738907478193410e-01 1.231357612175700833e+00 8.436709958373377338e-01 9.714693727906698051e-01 1.583684113581538266e+00 1.091273355988142457e+00
1.411063698839697400e-01 1.932612478256634791e-01 6.724394003184211988e-01 5.752657597313451943e-01 8.843831581482723969e-01 6.519170377180346643e-01 4.292743004823539321e-01
1.412995283667286550e-01 3.535546756489452158e-01 1.293950505547424967e+00 9.408987054742269374e-01 1.048393725554262801e+00 1.118395158714550419e+00 1.011268265767869545e+00
1.434657481997375639e-01 4.026453152819377546e-01 1.362681234387614460e+00 1.000253413667447466e+00 1.137851556954742049e+00 1.218982448948577879e+00 9.145265559193952454e-01
1.438933120458059933e-01 2.817573127994473237e-01 1.001722849234213175e+00 1.235012807016612646e+00 9.836885807047097696e-01 5.824844467524439295e-01 8.391011679150157665e-01
1.486362009690543606e-01 2.050772881646827361e-01 9.961626898162073696e-01 5.832624646273837365e-01 7.053760349625414205e-01 8.762122272732089101e-01 6.579103007163452643e-01
1.494440392618759106e-01 3.162370091202807432e-01 1.014212302369209784e+00 6.971523960350590743e-01 8.476774995329711127e-01 7.492117318815183502e-01 4.518094752808924919e-01
1.496042042504263370e-01 2.556755112521023054e-01 1.506066107796300457e+00 1.259931314232613397e+00 1.188479955438137781e+00 1.208230922648463102e+00 1.119647040705769703e+00
1.498550792463359538e-01 1.690256559357359578e-01 1.051344281380373946e+00 9.111945830770128429e-01 1.177258152260467039e+00 1.246365112809495690e+00 1.291696253426342089e+00
1.498610372102075483e-01 4.442225414035296249e-01 1.131155715552319529e+00 9.058357847783086170e-01 9.886513226760731410e-01 9.505151588231208759e-01 1.105286556025170341e+00
1.513696243606880154e-01 1.820996420274783589e-01 1.318684595652411584e+00 7.574399157291719087e-01 1.032935027851946241e+00 8.112504711807769775e-01 6.310963885166216425e-01
1.541078879129820500e-01 2.438336034516656592e-01 8.298417080589800543e-01 6.541574485348046197e-01 9.139441275374330376e-01 8.588322460759597599e-01 6.847675407053924745e-01
1.548570444043498862e-01 3.895310414775768337e-01 9.647651590589678694e-01 7.122312442397630283e-01 1.060759639565449497e+00 1.015090718010919435e+00 7.072943244875741220e-01
1.549996058406885868e-01 1.910017014196704610e-01 8.262276801579707675e-01 6.576062160157017944e-01 9.056006388439395982e-01 7.807176868760222765e-01 5.155913748602063418e-01
1.557967827164318808e-01 3.994216833444662051e-01 1.121297810079580959e+00 6.473795797878616476e-01 9.653753250298804378e-01 9.829551545385956102e-01 7.333217168482456527e-01
1.578654309381718190e-01 3.135711345804164663e-01 7.344053934693769436e-01 9.635916248874185630e-01 9.440930061872090384e-01 6.432006912335803683e-01 5.094812535657452512e-01
1.588461406348089799e-01 2.371763241771644160e-01 8.779695284704343017e-01 5.954900899263341207e-01 9.263468833895022181e-01 8.596479322805959944e-01 8.028416837539954498e-01
1.589267314025194500e-01 1.885310962589374917e-01 8.352298608853208073e-01 5.100050930099339075e-01 7.780022866089606470e-01 6.647269020227968284e-01 5.303408243432374825e-01
1.590623867887498433e-01 1.916603462011640946e-01 8.025015942285086412e-01 5.187582948634791302e-01 7.788965915278904806e-01 8.375597807518067039e-01 4.236533136375630892e-01
1.592070784180298904e-01 5.517254860285492057e-01 1.212303123826760087e+00 7.355374369662511791e-01 1.116712489691544130e+00 1.133222866955531982e+00 1.072249121448439313e+00
1.612314440279429828e-01 4.884581778830923149e-01 7.028005357997917368e-01 5.708431215464990771e-01 8.948609293385682006e-01 7.153654383057304056e-01 3.659820765711274126e-01
1.617498864185696883e-01 1.986126833567062322e-01 8.726543826910478918e-01 6.415503240042179645e-01 7.674014653593768109e-01 7.053340209467483524e-01 5.042060188546383381e-01
1.642161845419116417e-01 7.566179079033410471e-01 1.344818951357661163e+00 9.968760210466789395e-01 1.114988792544476803e+00 1.318984960691697239e+00 1.308885007515343979e+00
1.650356560904006620e-01 3.788083079173977241e-01 9.846086714304566057e-01 9.065190101754885266e-01 9.978758706392940603e-01 8.893039776420976761e-01 4.628721610472530945e-01
1.654941940569692738e-01 4.733602340255904095e-01 1.523514348672474927e+00 1.586665278991119532e+00 1.615983529225108351e+00 2.245980319981268458e+00 1.611335636496340706e+00
1.674369352651353671e-01 4.980156966246435668e-01 9.861142059268718230e-01 1.247941708737101418e+00 1.108061947221306243e+00 1.212712074253839312e+00 1.337557946622108140e+00
1.700856489235044455e-01 3.576539247957274958e-01 1.173967693246396937e+00 1.108743998603919811e+00 1.088871631850115484e+00 1.190683426620395613e+00 7.966875778481141701e-01
1.720856059266411830e-01 2.451977703053051794e-01 9.906710424735588605e-01 5.503389050075838673e-01 9.986389710066552183e-01 8.567539921671762926e-01 6.850516072972063775e-01
1.726067181552528584e-01 2.499711043359890972e-01 9.534774853020941965e-01 7.278659225678167921e-01 9.253618694180382187e-01 9.389407773044676775e-01 5.357811022314927785e-01
1.765144256809717538e-01 2.473200108377865136e-01 1.351311992121070782e+00 8.787009343092523350e-01 1.160551104910881870e+00 8.487088277500030031e-01 1.016943700440908538e+00
1.795670619793890144e-01 4.350698021863121934e-01 6.911890692064988073e-01 6.097493968320761848e-01 8.468428933565819161e-01 8.774494544023592191e-01 4.181542609742677774e-01
1.918724310020284984e-01 6.137154998791323202e-01 9.635378380977146495e-01 6.239229352613070434e-01 9.277776294808334212e-01 6.556564730522610462e-01 3.786599926264956895e-01
1.931536807581163417e-01 4.625763170821270975e-01 9.623851114997680201e-01 7.275677086229423995e-01 9.204839259654392647e-01 9.984308843510284470e-01 9.792333981516627706e-01
1.945008227172747295e-01 3.536607744875459036e-01 1.513724974359443420e+00 1.295950278932661348e+00 1.201055526210071278e+00 1.318954599416790607e+00 1.494684515469140385e+00
1.984435611082084050e-01 2.557258496286094474e-01 6.891234554969388748e-01 5.070124248756952001e-01 7.838823774525125465e-01 5.544289848901505779e-01 3.333103702205552077e-01
2.027050652967108402e-01 4.579565358448973722e-01 7.726654327856539162e-01 6.177124676437153461e-01 8.235945212787315617e-01 6.051947874496901303e-01 3.953872861246127135e-01
2.050625967419709983e-01 2.926025458827948289e-01 8.094224413258352957e-01 6.868312086469596789e-01 9.929630503266502206e-01 9.543663657784475784e-01 6.941827564426944486e-01
2.141995443636099117e-01 3.157776486527486548e-01 1.441385684454353111e+00 1.486248365315405495e+00 1.102619505456669202e+00 1.392673304661410594e+00 1.089628540190039407e+00
2.275458567550780187e-01 2.534483967999004439e-01 5.563726881200198315e-01 4.231101445532734484e-01 9.074576184039098159e-01 5.386125054042164573e-01 4.605766373182157425e-01
2.318515624700252242e-01 3.733534451415515543e-01 6.713368768438371381e-01 5.972580806025894473e-01 8.082071050898852471e-01 6.195030158270690146e-01 4.434844722562763519e-01
