# staircaseramp pharma apab apabv3 ap05hz ap1hz ap2hz sactiv sinactiv
9.124283731662495567e-02 1.544724260712913577e-01 1.553606177412524270e-01 8.789986973851457441e-02 1.803937671367618623e-01 2.073784997491917304e-01 1.962205524217341956e-01 1.630040747403739276e-01 1.964099526064139734e-01
9.693353677178133398e-02 1.823099607399370492e-01 1.815487373173114427e-01 1.038332575642275102e-01 1.374862411779138593e-01 1.611372261183240395e-01 1.302627353147396971e-01 2.193859641051958687e-01 3.482025799844306047e-01
9.818839293932588030e-02 1.706065882270098033e-01 1.438750254901943471e-01 8.251931886455220189e-02 1.355762235196064092e-01 1.331497874737224418e-01 1.471096019920812292e-01 1.580927605184560825e-01 1.375831853262163840e-01
1.013189375072257453e-01 1.640219292191102685e-01 1.447110832412940307e-01 8.001504455659441684e-02 1.309446309345427550e-01 1.303224264775431074e-01 1.464463982323510327e-01 1.131329618075817139e-01 1.539431962717426883e-01
1.028446404428543376e-01 9.949422194775604800e-02 1.176475346975928149e-01 6.829380410948235336e-02 1.754047666285907803e-01 1.195377027289050570e-01 1.212715256738919056e-01 1.605686583500653686e-01 6.959601250232338998e-01
1.033489150277269036e-01 1.813635868871855128e-01 1.499599333430154668e-01 9.647731943787704600e-02 1.514553499924565783e-01 1.514287855621692935e-01 1.624458970776001543e-01 2.214379378095188144e-01 2.688975916998691540e-01
1.036117908336668808e-01 1.942261259275923913e-01 1.433263166107664743e-01 6.556211209732705492e-02 1.145890047790658894e-01 1.163997972002500381e-01 1.290462011352855043e-01 1.641519665978677378e-01 2.767745489932560976e-01
1.043120469082997187e-01 9.992731280298160212e-02 1.518101298985794767e-01 8.257994825990029597e-02 1.538878575397073512e-01 1.686166185389271210e-01 1.638244472351250980e-01 1.625435662645476620e-01 7.480877861113064409e-01
1.048253562218968427e-01 1.246763245017594862e-01 1.465503727784060461e-01 7.537495724813944586e-02 1.175981075174216961e-01 1.157997849492877068e-01 1.172956197861020067e-01 1.156575960862127328e-01 2.882366562530265797e-01
1.049626350904814126e-01 1.924873104552982106e-01 1.495044951866907612e-01 9.858021293534705021e-02 1.329765068936428762e-01 1.210669289793201292e-01 1.463513070993540388e-01 1.495682578648611927e-01 1.733048530816232169e-01
1.049634076297117496e-01 1.011630550005398754e-01 1.995532965830532357e-01 1.150816031952467122e-01 1.474428605112993174e-01 1.264391310384867240e-01 1.510034548020443013e-01 1.047772640407281519e-01 3.740409273354997066e-01
1.057772432770213711e-01 1.265341945920699651e-01 1.724339138478256928e-01 1.075624206773229674e-01 1.675200472707324140e-01 1.681048512358867542e-01 1.704973730511291363e-01 1.615737897215289709e-01 7.642625089552823603e-01
1.058011571290951858e-01 2.111972070047969108e-01 1.673533361892611815e-01 1.086209533109770559e-01 1.714234284868707547e-01 1.662856471163536021e-01 1.791941062102041793e-01 2.009399933938295912e-01 1.605962229442607081e-01
1.070072744422990857e-01 1.875222489694348960e-01 1.308558300689927623e-01 8.021427677342800322e-02 1.164873696489258786e-01 1.250492676000471426e-01 1.211895036010716131e-01 1.616597025599570969e-01 2.727482702517065039e-01
1.074288884780286724e-01 1.086933159665904036e-01 1.325289053043650633e-01 7.606957747045894891e-02 1.014154041140430257e-01 1.042931906908372425e-01 1.091675235430578234e-01 1.028870939010839286e-01 5.995103227395215395e-01
1.076052757441799818e-01 1.508257109355206349e-01 1.591898918718177847e-01 9.529464835376040555e-02 1.607071365140959884e-01 1.637004636906967681e-01 1.675446808082310113e-01 1.761700885665950511e-01 3.450639151053443432e-01
1.121808063508860365e-01 7.484833448932728950e-02 1.366090950538627335e-01 9.185837450966562179e-02 1.425849557838940462e-01 1.291371890588658977e-01 1.494846136415178550e-01 1.654083007454228982e-01 1.946591970183885745e-01
1.132923291222072970e-01 1.184369714105094895e-01 1.543116349119907083e-01 1.149640429447089107e-01 1.419517852414550196e-01 1.377093608074903830e-01 1.412588039598333955e-01 2.200935054280637182e-01 4.264598251588097022e-01
1.154155372878205715e-01 1.350764265481688986e-01 1.494520929381530083e-01 1.045033233644934584e-01 1.308299166288751370e-01 1.299250215526253083e-01 1.557538692865114982e-01 1.781235046002947742e-01 1.572047820994305622e-01
1.181910802147920492e-01 2.343504860115176724e-01 1.773967684377157905e-01 9.868068946627862881e-02 1.771343548822427172e-01 1.736665258106895038e-01 2.104077921183847011e-01 1.341617658883298703e-01 2.858712112473109634e-01
