# staircaseramp pharma apab apabv3 ap05hz ap1hz ap2hz
1.291767507747008381e-01 3.209587928046921945e-01 2.241044362887090191e-01 2.882495970065712676e-01 3.423165435821597380e-01 3.127791351445252110e-01 2.686299287400688574e-01
1.293618962078699197e-01 2.243817687571978414e-01 2.604243288741451834e-01 2.100592857567516181e-01 3.401896132701631159e-01 2.489450625602688816e-01 2.472119847780559210e-01
1.297896416190700564e-01 3.070014813124110620e-01 3.265270249636343936e-01 2.701824090097188491e-01 4.236430336280781472e-01 3.075862187018064686e-01 2.594501002670949186e-01
1.301729604378559502e-01 1.839713822854083525e-01 7.889158122105486282e-01 6.123613121392962322e-01 8.587753653192039538e-01 6.971713907326412274e-01 6.042539849299259913e-01
1.304397317275696466e-01 1.418738753236764016e-01 9.011496513022355659e-01 5.214403803438192320e-01 7.826165468655325030e-01 8.063451690957981199e-01 6.843496916021206689e-01
1.312636340395744172e-01 1.357969833684483929e-01 5.061798616408457185e-01 4.159082577610160869e-01 5.455063677386344789e-01 5.706797871973728897e-01 6.359427994649782256e-01
1.336856861318068967e-01 1.900929793488757846e-01 1.096135525862427240e+00 6.474688342971437471e-01 7.523108940612261986e-01 7.238597852152859335e-01 7.605306882654145895e-01
1.339395052816240439e-01 2.102669030117600979e-01 3.290495634151379134e-01 2.353207805311210710e-01 4.815991059711590694e-01 3.559946388938452499e-01 3.436795057594349556e-01
1.363531817340922492e-01 2.261689511583183931e-01 3.646140597966918140e-01 2.585184182557879740e-01 4.406480510154450192e-01 3.106747156981565228e-01 2.490036121298496163e-01
1.365592228189555224e-01 1.256407777939168857e-01 1.094439519773488856e+00 1.004575836573227798e+00 8.696041627655002326e-01 8.317110986281389673e-01 1.021269382668129388e+00
1.373177309051855643e-01 2.217529568910845406e-01 5.012804415909297706e-01 2.333252960751363569e-01 6.321627205778765912e-01 5.320174383480757996e-01 4.284247550533741844e-01
1.376577977038292988e-01 1.727632730851901000e-01 1.435605190334271919e+00 1.013187834068151050e+00 1.115990421892632645e+00 1.186948159082445331e+00 1.185031806599666337e+00
1.376863325933593563e-01 7.802767156327108933e-02 8.959522549013614334e-01 8.652642404034763812e-01 9.306831254964591515e-01 1.140735042354300122e+00 1.068375442792222518e+00
1.380496370068372280e-01 2.535524745616322129e-01 8.109333677677555974e-01 5.729268434949663646e-01 7.335430637143610655e-01 6.127933728285634984e-01 6.510571689860945588e-01
1.382497042450148705e-01 2.455451092391740808e-01 4.889833811171382383e-01 2.943383853223792146e-01 6.231951512295546003e-01 4.555352784419013368e-01 2.658401396127940686e-01
1.392174313575261502e-01 3.022558217076520837e-01 2.037672570078230994e+00 2.122457209319370985e+00 1.350090370081813651e+00 1.273750444900364487e+00 9.771597470661267382e-01
1.397638916361914341e-01 2.635290512549939845e-01 5.952534524146042560e-01 4.497119044972047175e-01 7.541686604024432361e-01 6.550731906898521473e-01 4.892595785099795869e-01
1.409173636335508406e-01 2.242647262460541191e-01 1.281672587124828455e+00 1.144063881422964002e+00 1.170240918796204177e+00 1.064625435371153284e+00 8.810451921907039852e-01
1.421873030031448049e-01 3.457376395056984686e-01 1.381654561998097774e+00 1.283028326599460645e+00 1.301124683880334976e+00 1.325603403921408407e+00 1.621515561670696215e+00
1.443365102634247277e-01 4.041892041421563109e-01 1.778842767659049695e+00 1.526773505261528996e+00 1.452314277277681143e+00 1.585579805105630680e+00 2.018506975476164644e+00
1.458736609667057871e-01 1.460371644734288765e-01 4.234143215078469691e-01 2.775251675182299760e-01 7.177128924602217408e-01 5.667519653438102267e-01 7.072810883793915204e-01
1.462312695314167410e-01 2.970433088205112759e-01 1.092498388027915546e+00 8.048083503012307682e-01 9.779114842996406987e-01 9.641921760514254869e-01 8.065666355474472304e-01
1.470287573133522985e-01 2.065665500316145597e-01 7.542411943066389401e-01 5.081724045338616991e-01 9.502963197674738627e-01 7.595531905508514647e-01 4.525055084598030852e-01
1.498167173054728296e-01 2.258005230904903682e-01 6.300690520195689759e-01 3.970369104726902965e-01 7.422815482762212813e-01 6.528841247360271938e-01 5.238541182888541980e-01
1.516770062443091871e-01 2.353810534003948907e-01 1.440454855790685773e+00 1.421090792273110859e+00 9.971843876925823302e-01 1.165250161321265798e+00 1.097331390049601341e+00
1.534823820219906598e-01 3.088030426249224747e-01 4.336759970630837957e-01 3.345146929139742875e-01 6.434838692990055842e-01 3.874149020331688620e-01 2.820158234588189261e-01
1.536091559721996513e-01 2.004456790100921371e-01 6.763746353847099879e-01 2.741523313213255486e-01 5.952328314475417992e-01 6.313796334446606373e-01 4.149950522205625991e-01
1.574212685856554439e-01 2.841349973039728471e-01 8.977471034976882702e-01 6.389782074792758060e-01 8.225921650718923672e-01 6.095715565366783828e-01 4.322723418833522846e-01
1.579700205902099530e-01 2.428846597399296758e-01 6.114115702009202957e-01 2.456957872263635656e-01 6.252654318507004927e-01 5.573241276540583655e-01 5.134172101541498723e-01
1.602320119117351671e-01 1.318339692216567716e-01 6.422880959797485634e-01 3.546480995610720721e-01 7.083524400775157437e-01 5.935388010054605257e-01 5.295574495500734447e-01
1.664974278721773338e-01 4.226760198671419833e-01 9.642230173161243645e-01 4.524667986252906005e-01 8.821495886092600713e-01 5.668197017844853747e-01 6.430898820948185435e-01
1.675636655902473793e-01 1.920347609947049561e-01 6.338353617195872092e-01 3.318297943383856086e-01 5.668630126757492338e-01 5.309353722603979975e-01 4.271465513259857794e-01
1.737989154263827329e-01 2.023980640786881002e-01 1.415303011537519584e+00 1.079204192571723064e+00 1.070634475290594079e+00 1.334938935981303976e+00 1.279757911402383597e+00
1.866583208841685326e-01 3.163446589306161405e-01 7.959794691612309681e-01 5.783965793291366841e-01 9.156195482597674351e-01 1.080850753550491872e+00 8.124516984309673173e-01
1.869692062161374124e-01 3.554365507441377692e-01 9.627520135457581230e-01 8.310641578339303948e-01 9.496222960638668331e-01 9.790034623851677775e-01 6.522816282187606785e-01
1.872522951719164941e-01 2.587987798683865637e-01 5.948100104424873802e-01 5.088032642464984656e-01 8.851144686456251520e-01 6.876505269807003939e-01 6.287757640242038759e-01
1.986316709700046701e-01 1.461388413224490035e-01 3.852273327318863627e-01 1.067756881270375047e+00 8.066468575463640045e-01 6.732965652633383646e-01 3.674454902692400049e-01
